From,To,Distance
FUQN,BPWZ,5483
FUQN,BQWK,130
FUQN,BRKR,4636
FUQN,BWKR,4688
FUQN,BXUR,4068
FUQN,CTGC,4385
FUQN,CWKW,1062
FUQN,CYWF,4565
FUQN,CZQZ,5267
FUQN,DDPF,5101
FUQN,DESR,5720
FUQN,DKFX,4369
FUQN,DNNL,4172
FUQN,DPNB,4411
FUQN,DVLK,5833
FUQN,DYCS,4193
FUQN,ETZB,5808
FUQN,EYBD,5835
FUQN,FAXN,914
FUQN,FBNV,5635
FUQN,FGDC,4304
FUQN,FGWB,4530
FUQN,FJXT,3995
FUQN,FNWZ,5210
FUQN,FTEP,4722
FUQN,FTEV,4736
FUQN,FTFA,4727
FUQN,FTZH,195
FUQN,FUQN,1
FUQN,FUZD,5803
FUQN,FXSB,4992
FUQN,GAMH,4954
FUQN,GHLN,5054
FUQN,GJKZ,5163
FUQN,GKVB,1154
FUQN,GUQE,4807
FUQN,GYRZ,925
FUQN,HNTK,70
FUQN,HPBF,94
FUQN,HTUX,4380
FUQN,HUUA,5750
FUQN,JEAH,51
FUQN,JFSD,4547
FUQN,JREZ,3887
FUQN,KJGW,5753
FUQN,KNMD,7407
FUQN,KRSM,5287
FUQN,KWRD,5432
FUQN,KYJL,4615
FUQN,KZTV,7407
FUQN,LEXG,4444
FUQN,LSGE,4523
FUQN,LXEZ,5707
FUQN,LYAX,7398
FUQN,MAHG,4833
FUQN,MBPB,5274
FUQN,MEPJ,5390
FUQN,MHMV,5361
FUQN,MQNA,1827
FUQN,MSET,1149
FUQN,MSQB,4611
FUQN,MUHJ,4089
FUQN,MYXZ,4601
FUQN,NKAK,4812
FUQN,NNGX,3729
FUQN,NRCH,3507
FUQN,NUEX,5629
FUQN,NVZR,4637
FUQN,NWXN,83
FUQN,NZAS,4989
FUQN,OPA1,60
FUQN,PCZP,5778
FUQN,PJVY,4093
FUQN,PNQS,4658
FUQN,PQWY,5308
FUQN,PRQE,4916
FUQN,PSXE,4448
FUQN,PTFL,3935
FUQN,QFQE,1148
FUQN,QJKL,4511
FUQN,QJVF,4657
FUQN,QKJA,5820
FUQN,QSEU,4567
FUQN,QYZH,5321
FUQN,RDRD,4297
FUQN,RKMF,5600
FUQN,RZQH,5831
FUQN,SBDW,4090
FUQN,SCEY,5768
FUQN,SEA1,28
FUQN,SGBP,4739
FUQN,SHYQ,4021
FUQN,SMYU,5244
FUQN,STRL,238
FUQN,SXHT,4538
FUQN,TDHV,5141
FUQN,THWA,3776
FUQN,TKXA,5828
FUQN,TMKH,4257
FUQN,TYFR,895
FUQN,UGZX,1965
FUQN,UHGN,5180
FUQN,UHHZ,4531
FUQN,ULLT,4136
FUQN,UMXB,841
FUQN,VDYD,4597
FUQN,VGHV,2565
FUQN,VKAG,4207
FUQN,VLSB,4355
FUQN,VRJT,261
FUQN,VSMR,5523
FUQN,VWLB,1072
FUQN,VYHK,933
FUQN,WEAS,4446
FUQN,WSVC,134
FUQN,WWYK,5001
FUQN,XBGX,758
FUQN,XDAT,5718
FUQN,XLWU,4700
FUQN,XQDT,1156
FUQN,XUMU,5845
FUQN,YAQF,4436
FUQN,YTPM,3796
FUQN,YWHG,4735
FUQN,ZAWN,3954
FUQN,ZFKN,1118
FUQN,ZHTV,4327
FUQN,ZJXD,4165
FUQN,ZNRE,5716
FUQN,ZRCE,5744
FUZD,AEDY,4717
FUZD,AGGN,921
FUZD,AJJY,5323
FUZD,AJXF,1993
FUZD,AQLM,1662
FUZD,ASHE,5341
FUZD,ATXK,7175
FUZD,AVXV,2261
FUZD,AWUB,1214
FUZD,BAEY,374
FUZD,BBJM,1859
FUZD,BJHZ,1044
FUZD,BPWZ,585
FUZD,BQWK,5715
FUZD,BRKR,1548
FUZD,BWKR,1376
FUZD,BXUR,1986
FUZD,CTGC,1564
FUZD,CWKW,6610
FUZD,CYWF,1493
FUZD,CZQZ,720
FUZD,DDPF,1022
FUZD,DESR,262
FUZD,DKFX,1888
FUZD,DNNL,2020
FUZD,DPNB,1495
FUZD,DVLK,6385
FUZD,DYCS,1762
FUZD,ETZB,28
FUZD,EYBD,6414
FUZD,FAXN,5061
FUZD,FBNV,358
FUZD,FGDC,9145
FUZD,FGWB,1655
FUZD,FJXT,2057
FUZD,FNWZ,904
FUZD,FTEP,1595
FUZD,FTEV,1590
FUZD,FTFA,1598
FUZD,FTZH,5890
FUZD,FUQN,5803
FUZD,FUZD,1
FUZD,FXSB,2070
FUZD,GAMH,1284
FUZD,GHLN,760
FUZD,GJKZ,837
FUZD,GKVB,4699
FUZD,GUQE,1114
FUZD,GYRZ,5053
FUZD,HNTK,5822
FUZD,HPBF,5755
FUZD,HTUX,1507
FUZD,HUUA,58
FUZD,JEAH,5844
FUZD,JFSD,1256
FUZD,JREZ,2054
FUZD,KJGW,321
FUZD,KNMD,2254
FUZD,KRSM,525
FUZD,KWRD,587
FUZD,KYJL,2004
FUZD,KZTV,2254
FUZD,LEXG,1844
FUZD,LSGE,1845
FUZD,LXEZ,5639
FUZD,LYAX,2242
FUZD,MAHG,1479
FUZD,MBPB,1014
FUZD,MEPJ,5251
FUZD,MHMV,559
FUZD,MQNA,4227
FUZD,MSET,4737
FUZD,MSQB,1359
FUZD,MUHJ,2026
FUZD,MYXZ,1649
FUZD,NKAK,1272
FUZD,NNGX,2249
FUZD,NRCH,2381
FUZD,NUEX,268
FUZD,NVZR,1846
FUZD,NWXN,5857
FUZD,NZAS,882
FUZD,OPA1,5787
FUZD,PCZP,27
FUZD,PJVY,1939
FUZD,PNQS,1580
FUZD,PQWY,837
FUZD,PRQE,1027
FUZD,PSXE,1667
FUZD,PTFL,2094
FUZD,QFQE,4737
FUZD,QJKL,1319
FUZD,QJVF,1152
FUZD,QKJA,57
FUZD,QSEU,1757
FUZD,QYZH,569
FUZD,RDRD,1933
FUZD,RKMF,203
FUZD,RZQH,64
FUZD,SBDW,2031
FUZD,SCEY,35
FUZD,SEA1,5817
FUZD,SGBP,1132
FUZD,SHYQ,1993
FUZD,SMYU,5248
FUZD,STRL,5720
FUZD,SXHT,1934
FUZD,TDHV,703
FUZD,THWA,2142
FUZD,TKXA,75
FUZD,TMKH,1914
FUZD,TYFR,5054
FUZD,UGZX,7218
FUZD,UHGN,1023
FUZD,UHHZ,1715
FUZD,ULLT,2933
FUZD,UMXB,5122
FUZD,VDYD,1383
FUZD,VGHV,7389
FUZD,VKAG,1963
FUZD,VLSB,1854
FUZD,VRJT,5811
FUZD,VSMR,7669
FUZD,VWLB,4876
FUZD,VYHK,5006
FUZD,WEAS,1576
FUZD,WSVC,5687
FUZD,WWYK,1013
FUZD,XBGX,5080
FUZD,XDAT,343
FUZD,XLWU,1652
FUZD,XQDT,4705
FUZD,XUMU,156
FUZD,YAQF,1421
FUZD,YTPM,2182
FUZD,YWHG,1210
FUZD,ZAWN,2068
FUZD,ZFKN,4773
FUZD,ZHTV,1657
FUZD,ZJXD,1717
FUZD,ZNRE,4824
FUZD,ZRCE,169
FXSB,AEDY,3856
FXSB,AGGN,2495
FXSB,AJJY,3989
FXSB,AJXF,2940
FXSB,AQLM,2970
FXSB,ASHE,4335
FXSB,ATXK,5484
FXSB,AVXV,2424
FXSB,AWUB,2760
FXSB,BAEY,1696
FXSB,BBJM,3134
FXSB,BJHZ,2764
FXSB,BPWZ,2445
FXSB,BQWK,4968
FXSB,BRKR,2906
FXSB,BWKR,2697
FXSB,BXUR,2934
FXSB,CTGC,2585
FXSB,CWKW,5347
FXSB,CYWF,2734
FXSB,CZQZ,2397
FXSB,DDPF,2640
FXSB,DESR,1809
FXSB,DKFX,3133
FXSB,DNNL,3127
FXSB,DPNB,2473
FXSB,DVLK,4607
FXSB,DYCS,2674
FXSB,ETZB,2097
FXSB,EYBD,4636
FXSB,FAXN,4081
FXSB,FBNV,2313
FXSB,FGDC,7079
FXSB,FGWB,2954
FXSB,FJXT,2965
FXSB,FNWZ,2591
FXSB,FTEP,3057
FXSB,FTEV,3063
FXSB,FTFA,3065
FXSB,FTZH,5158
FXSB,FUQN,4992
FXSB,FUZD,2070
FXSB,FXSB,1
FXSB,GAMH,2850
FXSB,GHLN,2025
FXSB,GJKZ,1373
FXSB,GKVB,3880
FXSB,GUQE,2389
FXSB,GYRZ,4070
FXSB,HNTK,5044
FXSB,HPBF,4994
FXSB,HTUX,2429
FXSB,HUUA,2029
FXSB,JEAH,5043
FXSB,JFSD,1934
FXSB,JREZ,2775
FXSB,KJGW,1759
FXSB,KNMD,2423
FXSB,KRSM,1831
FXSB,KWRD,2400
FXSB,KYJL,3493
FXSB,KZTV,2423
FXSB,LEXG,3145
FXSB,LSGE,3218
FXSB,LXEZ,3826
FXSB,LYAX,2414
FXSB,MAHG,2999
FXSB,MBPB,2780
FXSB,MEPJ,3353
FXSB,MHMV,2276
FXSB,MQNA,4209
FXSB,MSET,3862
FXSB,MSQB,2551
FXSB,MUHJ,3037
FXSB,MYXZ,3018
FXSB,NKAK,2684
FXSB,NNGX,2940
FXSB,NRCH,2815
FXSB,NUEX,2205
FXSB,NVZR,3312
FXSB,NWXN,5071
FXSB,NZAS,1557
FXSB,OPA1,5009
FXSB,PCZP,2070
FXSB,PJVY,2880
FXSB,PNQS,2975
FXSB,PQWY,1269
FXSB,PRQE,2407
FXSB,PSXE,2877
FXSB,PTFL,2948
FXSB,QFQE,3864
FXSB,QJKL,2188
FXSB,QJVF,1800
FXSB,QKJA,2127
FXSB,QSEU,3137
FXSB,QYZH,1635
FXSB,RDRD,3127
FXSB,RKMF,1999
FXSB,RZQH,2134
FXSB,SBDW,3046
FXSB,SCEY,2059
FXSB,SEA1,5016
FXSB,SGBP,2280
FXSB,SHYQ,2878
FXSB,SMYU,3314
FXSB,STRL,4805
FXSB,SXHT,3348
FXSB,TDHV,2141
FXSB,THWA,2765
FXSB,TKXA,2015
FXSB,TMKH,3052
FXSB,TYFR,4098
FXSB,UGZX,5608
FXSB,UHGN,2715
FXSB,UHHZ,3043
FXSB,ULLT,4291
FXSB,UMXB,4689
FXSB,VDYD,2577
FXSB,VGHV,5557
FXSB,VKAG,3075
FXSB,VLSB,3068
FXSB,VRJT,4863
FXSB,VSMR,5806
FXSB,VWLB,3921
FXSB,VYHK,4059
FXSB,WEAS,2713
FXSB,WSVC,4928
FXSB,WWYK,2511
FXSB,XBGX,4506
FXSB,XDAT,1732
FXSB,XLWU,3113
FXSB,XQDT,3871
FXSB,XUMU,1949
FXSB,YAQF,2316
FXSB,YTPM,2905
FXSB,YWHG,2460
FXSB,ZAWN,2924
FXSB,ZFKN,3889
FXSB,ZHTV,2684
FXSB,ZJXD,2492
FXSB,ZNRE,3026
FXSB,ZRCE,2197
GAMH,AEDY,4040
GAMH,AGGN,394
GAMH,AJJY,6556
GAMH,AJXF,892
GAMH,AQLM,435
GAMH,ASHE,4662
GAMH,ATXK,6780
GAMH,AVXV,3536
GAMH,AWUB,91
GAMH,BAEY,1489
GAMH,BBJM,608
GAMH,BJHZ,274
GAMH,BPWZ,710
GAMH,BQWK,4843
GAMH,BRKR,324
GAMH,BWKR,307
GAMH,BXUR,887
GAMH,CTGC,640
GAMH,CWKW,5930
GAMH,CYWF,408
GAMH,CZQZ,575
GAMH,DDPF,264
GAMH,DESR,1434
GAMH,DKFX,645
GAMH,DNNL,818
GAMH,DPNB,677
GAMH,DVLK,7446
GAMH,DYCS,795
GAMH,ETZB,1267
GAMH,EYBD,7475
GAMH,FAXN,4406
GAMH,FBNV,939
GAMH,FGDC,9153
GAMH,FGWB,436
GAMH,FJXT,960
GAMH,FNWZ,379
GAMH,FTEP,314
GAMH,FTEV,308
GAMH,FTFA,315
GAMH,FTZH,4991
GAMH,FUQN,4954
GAMH,FUZD,1284
GAMH,FXSB,2850
GAMH,GAMH,1
GAMH,GHLN,838
GAMH,GJKZ,1511
GAMH,GKVB,4001
GAMH,GUQE,482
GAMH,GYRZ,4400
GAMH,HNTK,4954
GAMH,HPBF,4885
GAMH,HTUX,732
GAMH,HUUA,1267
GAMH,JEAH,4985
GAMH,JFSD,1023
GAMH,JREZ,1085
GAMH,KJGW,1510
GAMH,KNMD,3529
GAMH,KRSM,1108
GAMH,KWRD,697
GAMH,KYJL,732
GAMH,KZTV,3529
GAMH,LEXG,586
GAMH,LSGE,566
GAMH,LXEZ,6667
GAMH,LYAX,3517
GAMH,MAHG,195
GAMH,MBPB,334
GAMH,MEPJ,6203
GAMH,MHMV,742
GAMH,MQNA,3191
GAMH,MSET,4065
GAMH,MSQB,458
GAMH,MUHJ,876
GAMH,MYXZ,391
GAMH,NKAK,216
GAMH,NNGX,1226
GAMH,NRCH,1475
GAMH,NUEX,1015
GAMH,NVZR,565
GAMH,NWXN,4988
GAMH,NZAS,1296
GAMH,OPA1,4923
GAMH,PCZP,1260
GAMH,PJVY,862
GAMH,PNQS,322
GAMH,PQWY,1673
GAMH,PRQE,444
GAMH,PSXE,506
GAMH,PTFL,1019
GAMH,QFQE,4064
GAMH,QJKL,814
GAMH,QJVF,1102
GAMH,QKJA,1255
GAMH,QSEU,482
GAMH,QYZH,1315
GAMH,RDRD,705
GAMH,RKMF,1161
GAMH,RZQH,1259
GAMH,SBDW,876
GAMH,SCEY,1259
GAMH,SEA1,4960
GAMH,SGBP,610
GAMH,SHYQ,935
GAMH,SMYU,6162
GAMH,STRL,4938
GAMH,SXHT,650
GAMH,TDHV,747
GAMH,THWA,1203
GAMH,TKXA,1353
GAMH,TMKH,719
GAMH,TYFR,4384
GAMH,UGZX,6732
GAMH,UHGN,272
GAMH,UHHZ,464
GAMH,ULLT,1659
GAMH,UMXB,4167
GAMH,VDYD,453
GAMH,VGHV,7132
GAMH,VKAG,772
GAMH,VLSB,632
GAMH,VRJT,5036
GAMH,VSMR,8651
GAMH,VWLB,4231
GAMH,VYHK,4338
GAMH,WEAS,531
GAMH,WSVC,4824
GAMH,WWYK,345
GAMH,XBGX,4197
GAMH,XDAT,1504
GAMH,XLWU,369
GAMH,XQDT,4014
GAMH,XUMU,1426
GAMH,YAQF,765
GAMH,YTPM,1161
GAMH,YWHG,447
GAMH,ZAWN,1001
GAMH,ZFKN,4102
GAMH,ZHTV,658
GAMH,ZJXD,898
GAMH,ZNRE,5854
GAMH,ZRCE,1127
GHLN,AEDY,3990
GHLN,AGGN,470
GHLN,AJJY,5757
GHLN,AJXF,1295
GHLN,AQLM,1074
GHLN,ASHE,4620
GHLN,ATXK,6563
GHLN,AVXV,2934
GHLN,AWUB,747
GHLN,BAEY,772
GHLN,BBJM,1270
GHLN,BJHZ,744
GHLN,BPWZ,562
GHLN,BQWK,4963
GHLN,BRKR,977
GHLN,BWKR,767
GHLN,BXUR,1288
GHLN,CTGC,852
GHLN,CWKW,5900
GHLN,CYWF,856
GHLN,CZQZ,412
GHLN,DDPF,616
GHLN,DESR,765
GHLN,DKFX,1287
GHLN,DNNL,1374
GHLN,DPNB,766
GHLN,DVLK,6609
GHLN,DYCS,1040
GHLN,ETZB,761
GHLN,EYBD,6638
GHLN,FAXN,4343
GHLN,FBNV,611
GHLN,FGDC,8790
GHLN,FGWB,1061
GHLN,FJXT,1354
GHLN,FNWZ,576
GHLN,FTEP,1090
GHLN,FTEV,1092
GHLN,FTFA,1097
GHLN,FTZH,5135
GHLN,FUQN,5054
GHLN,FUZD,760
GHLN,FXSB,2025
GHLN,GAMH,838
GHLN,GHLN,1
GHLN,GJKZ,674
GHLN,GKVB,3968
GHLN,GUQE,444
GHLN,GYRZ,4335
GHLN,HNTK,5071
GHLN,HPBF,5003
GHLN,HTUX,766
GHLN,HUUA,712
GHLN,JEAH,5094
GHLN,JFSD,520
GHLN,JREZ,1315
GHLN,KJGW,829
GHLN,KNMD,2927
GHLN,KRSM,323
GHLN,KWRD,500
GHLN,KYJL,1539
GHLN,KZTV,2927
GHLN,LEXG,1266
GHLN,LSGE,1304
GHLN,LXEZ,5831
GHLN,LYAX,2915
GHLN,MAHG,1007
GHLN,MBPB,769
GHLN,MEPJ,5374
GHLN,MHMV,375
GHLN,MQNA,3471
GHLN,MSET,4012
GHLN,MSQB,684
GHLN,MUHJ,1349
GHLN,MYXZ,1092
GHLN,NKAK,709
GHLN,NNGX,1515
GHLN,NRCH,1625
GHLN,NUEX,580
GHLN,NVZR,1359
GHLN,NWXN,5105
GHLN,NZAS,470
GHLN,OPA1,5036
GHLN,PCZP,734
GHLN,PJVY,1236
GHLN,PNQS,1033
GHLN,PQWY,841
GHLN,PRQE,412
GHLN,PSXE,1032
GHLN,PTFL,1381
GHLN,QFQE,4011
GHLN,QJKL,560
GHLN,QJVF,463
GHLN,QKJA,770
GHLN,QSEU,1214
GHLN,QYZH,505
GHLN,RDRD,1314
GHLN,RKMF,561
GHLN,RZQH,780
GHLN,SBDW,1355
GHLN,SCEY,725
GHLN,SEA1,5067
GHLN,SGBP,407
GHLN,SHYQ,1281
GHLN,SMYU,5338
GHLN,STRL,4981
GHLN,SXHT,1421
GHLN,TDHV,140
GHLN,THWA,1394
GHLN,TKXA,798
GHLN,TMKH,1271
GHLN,TYFR,4332
GHLN,UGZX,6575
GHLN,UHGN,694
GHLN,UHHZ,1141
GHLN,ULLT,2436
GHLN,UMXB,4362
GHLN,VDYD,712
GHLN,VGHV,6836
GHLN,VKAG,1314
GHLN,VLSB,1237
GHLN,VRJT,5073
GHLN,VSMR,7830
GHLN,VWLB,4158
GHLN,VYHK,4284
GHLN,WEAS,903
GHLN,WSVC,4935
GHLN,WWYK,493
GHLN,XBGX,4325
GHLN,XDAT,808
GHLN,XLWU,1150
GHLN,XQDT,3975
GHLN,XUMU,838
GHLN,YAQF,670
GHLN,YTPM,1449
GHLN,YWHG,542
GHLN,ZAWN,1353
GHLN,ZFKN,4048
GHLN,ZHTV,955
GHLN,ZJXD,968
GHLN,ZNRE,5017
GHLN,ZRCE,691
GJKZ,AEDY,4028
GJKZ,AGGN,1135
GJKZ,AJJY,5110
GJKZ,AJXF,1845
GJKZ,AQLM,1718
GJKZ,ASHE,4633
GJKZ,ATXK,6354
GJKZ,AVXV,2508
GJKZ,AWUB,1421
GJKZ,BAEY,536
GJKZ,BBJM,1907
GJKZ,BJHZ,1396
GJKZ,BPWZ,1079
GJKZ,BQWK,5091
GJKZ,BRKR,1631
GJKZ,BWKR,1418
GJKZ,BXUR,1838
GJKZ,CTGC,1415
GJKZ,CWKW,5868
GJKZ,CYWF,1487
GJKZ,CZQZ,1024
GJKZ,DDPF,1281
GJKZ,DESR,628
GJKZ,DKFX,1918
GJKZ,DNNL,1972
GJKZ,DPNB,1309
GJKZ,DVLK,5937
GJKZ,DYCS,1569
GJKZ,ETZB,859
GJKZ,EYBD,5965
GJKZ,FAXN,4352
GJKZ,FBNV,978
GJKZ,FGDC,8351
GJKZ,FGWB,1704
GJKZ,FJXT,1893
GJKZ,FNWZ,1222
GJKZ,FTEP,1757
GJKZ,FTEV,1760
GJKZ,FTFA,1764
GJKZ,FTZH,5276
GJKZ,FUQN,5163
GJKZ,FUZD,837
GJKZ,FXSB,1373
GJKZ,GAMH,1511
GJKZ,GHLN,674
GJKZ,GJKZ,1
GJKZ,GKVB,4021
GJKZ,GUQE,1091
GJKZ,GYRZ,4342
GJKZ,HNTK,5192
GJKZ,HPBF,5127
GJKZ,HTUX,1285
GJKZ,HUUA,782
GJKZ,JEAH,5208
GJKZ,JFSD,819
GJKZ,JREZ,1785
GJKZ,KJGW,630
GJKZ,KNMD,2502
GJKZ,KRSM,460
GJKZ,KWRD,1031
GJKZ,KYJL,2206
GJKZ,KZTV,2502
GJKZ,LEXG,1908
GJKZ,LSGE,1958
GJKZ,LXEZ,5159
GJKZ,LYAX,2490
GJKZ,MAHG,1680
GJKZ,MBPB,1408
GJKZ,MEPJ,4709
GJKZ,MHMV,904
GJKZ,MQNA,3787
GJKZ,MSET,4045
GJKZ,MSQB,1304
GJKZ,MUHJ,1920
GJKZ,MYXZ,1747
GJKZ,NKAK,1375
GJKZ,NNGX,1984
GJKZ,NRCH,2002
GJKZ,NUEX,879
GJKZ,NVZR,2025
GJKZ,NWXN,5225
GJKZ,NZAS,263
GJKZ,OPA1,5155
GJKZ,PCZP,825
GJKZ,PJVY,1782
GJKZ,PNQS,1692
GJKZ,PQWY,199
GJKZ,PRQE,1080
GJKZ,PSXE,1655
GJKZ,PTFL,1903
GJKZ,QFQE,4045
GJKZ,QJKL,1028
GJKZ,QJVF,658
GJKZ,QKJA,886
GJKZ,QSEU,1870
GJKZ,QYZH,285
GJKZ,RDRD,1933
GJKZ,RKMF,693
GJKZ,RZQH,896
GJKZ,SBDW,1927
GJKZ,SCEY,812
GJKZ,SEA1,5180
GJKZ,SGBP,1011
GJKZ,SHYQ,1809
GJKZ,SMYU,4678
GJKZ,STRL,5047
GJKZ,SXHT,2080
GJKZ,TDHV,775
GJKZ,THWA,1831
GJKZ,TKXA,813
GJKZ,TMKH,1876
GJKZ,TYFR,4350
GJKZ,UGZX,6410
GJKZ,UHGN,1349
GJKZ,UHHZ,1788
GJKZ,ULLT,3085
GJKZ,UMXB,4575
GJKZ,VDYD,1332
GJKZ,VGHV,6554
GJKZ,VKAG,1913
GJKZ,VLSB,1861
GJKZ,VRJT,5131
GJKZ,VSMR,7168
GJKZ,VWLB,4167
GJKZ,VYHK,4303
GJKZ,WEAS,1507
GJKZ,WSVC,5058
GJKZ,WWYK,1166
GJKZ,XBGX,4487
GJKZ,XDAT,592
GJKZ,XLWU,1817
GJKZ,XQDT,4022
GJKZ,XUMU,785
GJKZ,YAQF,1167
GJKZ,YTPM,1927
GJKZ,YWHG,1180
GJKZ,ZAWN,1875
GJKZ,ZFKN,4079
GJKZ,ZHTV,1524
GJKZ,ZJXD,1435
GJKZ,ZNRE,4344
GJKZ,ZRCE,909
GKVB,AEDY,72
GKVB,AGGN,4081
GKVB,AJJY,6544
GKVB,AJXF,3134
GKVB,AQLM,3614
GKVB,ASHE,663
GKVB,ATXK,2809
GKVB,AVXV,6276
GKVB,AWUB,3988
GKVB,BAEY,4531
GKVB,BBJM,3530
GKVB,BJHZ,4228
GKVB,BPWZ,4441
GKVB,BQWK,1103
GKVB,BRKR,3700
GKVB,BWKR,3710
GKVB,BXUR,3138
GKVB,CTGC,3386
GKVB,CWKW,1946
GKVB,CYWF,3595
GKVB,CZQZ,4226
GKVB,DDPF,4105
GKVB,DESR,4595
GKVB,DKFX,3487
GKVB,DNNL,3290
GKVB,DPNB,3392
GKVB,DVLK,5817
GKVB,DYCS,3209
GKVB,ETZB,4707
GKVB,EYBD,5828
GKVB,FAXN,411
GKVB,FBNV,4568
GKVB,FGDC,5171
GKVB,FGWB,3606
GKVB,FJXT,3072
GKVB,FNWZ,4202
GKVB,FTEP,3817
GKVB,FTEV,3832
GKVB,FTFA,3824
GKVB,FTZH,1295
GKVB,FUQN,1154
GKVB,FUZD,4699
GKVB,FXSB,3880
GKVB,GAMH,4001
GKVB,GHLN,3968
GKVB,GJKZ,4021
GKVB,GKVB,1
GKVB,GUQE,3774
GKVB,GYRZ,407
GKVB,HNTK,1193
GKVB,HPBF,1135
GKVB,HTUX,3353
GKVB,HUUA,4644
GKVB,JEAH,1202
GKVB,JFSD,3451
GKVB,JREZ,2916
GKVB,KJGW,4623
GKVB,KNMD,6273
GKVB,KRSM,4177
GKVB,KWRD,4386
GKVB,KYJL,3817
GKVB,KZTV,6273
GKVB,LEXG,3565
GKVB,LSGE,3659
GKVB,LXEZ,5445
GKVB,LYAX,6263
GKVB,MAHG,3913
GKVB,MBPB,4296
GKVB,MEPJ,5009
GKVB,MHMV,4300
GKVB,MQNA,1315
GKVB,MSET,98
GKVB,MSQB,3607
GKVB,MUHJ,3184
GKVB,MYXZ,3690
GKVB,NKAK,3830
GKVB,NNGX,2791
GKVB,NRCH,2526
GKVB,NUEX,4549
GKVB,NVZR,3793
GKVB,NWXN,1224
GKVB,NZAS,3860
GKVB,OPA1,1157
GKVB,PCZP,4676
GKVB,PJVY,3151
GKVB,PNQS,3737
GKVB,PQWY,4160
GKVB,PRQE,3885
GKVB,PSXE,3508
GKVB,PTFL,3006
GKVB,QFQE,94
GKVB,QJKL,3448
GKVB,QJVF,3548
GKVB,QKJA,4722
GKVB,QSEU,3683
GKVB,QYZH,4193
GKVB,RDRD,3414
GKVB,RKMF,4497
GKVB,RZQH,4732
GKVB,SBDW,3187
GKVB,SCEY,4665
GKVB,SEA1,1174
GKVB,SGBP,3690
GKVB,SHYQ,3077
GKVB,SMYU,4864
GKVB,STRL,1027
GKVB,SXHT,3706
GKVB,TDHV,4068
GKVB,THWA,2798
GKVB,TKXA,4717
GKVB,TMKH,3356
GKVB,TYFR,384
GKVB,UGZX,2737
GKVB,UHGN,4194
GKVB,UHHZ,3626
GKVB,ULLT,3590
GKVB,UMXB,925
GKVB,VDYD,3597
GKVB,VGHV,3209
GKVB,VKAG,3311
GKVB,VLSB,3458
GKVB,VRJT,1114
GKVB,VSMR,5928
GKVB,VWLB,264
GKVB,VYHK,339
GKVB,WEAS,3472
GKVB,WSVC,1066
GKVB,WWYK,3985
GKVB,XBGX,676
GKVB,XDAT,4587
GKVB,XLWU,3808
GKVB,XQDT,25
GKVB,XUMU,4727
GKVB,YAQF,3391
GKVB,YTPM,2852
GKVB,YWHG,3714
GKVB,ZAWN,3019
GKVB,ZFKN,122
GKVB,ZHTV,3347
GKVB,ZJXD,3145
GKVB,ZNRE,5200
GKVB,ZRCE,4658
GUQE,AEDY,3805
GUQE,AGGN,310
GUQE,AJJY,6195
GUQE,AJXF,880
GUQE,AQLM,631
GUQE,ASHE,4436
GUQE,ATXK,6484
GUQE,AVXV,3350
GUQE,AWUB,399
GUQE,BAEY,1202
GUQE,BBJM,826
GUQE,BJHZ,534
GUQE,BPWZ,676
GUQE,BQWK,4706
GUQE,BRKR,540
GUQE,BWKR,327
GUQE,BXUR,873
GUQE,CTGC,452
GUQE,CWKW,5720
GUQE,CYWF,412
GUQE,CZQZ,460
GUQE,DDPF,381
GUQE,DESR,1180
GUQE,DKFX,843
GUQE,DNNL,935
GUQE,DPNB,399
GUQE,DVLK,6995
GUQE,DYCS,652
GUQE,ETZB,1106
GUQE,EYBD,7024
GUQE,FAXN,4167
GUQE,FBNV,848
GUQE,FGDC,8819
GUQE,FGWB,618
GUQE,FJXT,944
GUQE,FNWZ,442
GUQE,FTEP,672
GUQE,FTEV,677
GUQE,FTFA,679
GUQE,FTZH,4869
GUQE,FUQN,4807
GUQE,FUZD,1114
GUQE,FXSB,2389
GUQE,GAMH,482
GUQE,GHLN,444
GUQE,GJKZ,1091
GUQE,GKVB,3774
GUQE,GUQE,1
GUQE,GYRZ,4160
GUQE,HNTK,4816
GUQE,HPBF,4748
GUQE,HTUX,427
GUQE,HUUA,1077
GUQE,JEAH,4843
GUQE,JFSD,547
GUQE,JREZ,953
GUQE,KJGW,1249
GUQE,KNMD,3343
GUQE,KRSM,763
GUQE,KWRD,627
GUQE,KYJL,1118
GUQE,KZTV,3343
GUQE,LEXG,823
GUQE,LSGE,867
GUQE,LXEZ,6215
GUQE,LYAX,3331
GUQE,MAHG,611
GUQE,MBPB,592
GUQE,MEPJ,5740
GUQE,MHMV,576
GUQE,MQNA,3137
GUQE,MSET,3829
GUQE,MSQB,249
GUQE,MUHJ,921
GUQE,MYXZ,656
GUQE,NKAK,295
GUQE,NNGX,1142
GUQE,NRCH,1308
GUQE,NUEX,873
GUQE,NVZR,936
GUQE,NWXN,4851
GUQE,NZAS,851
GUQE,OPA1,4783
GUQE,PCZP,1087
GUQE,PJVY,825
GUQE,PNQS,601
GUQE,PQWY,1272
GUQE,PRQE,110
GUQE,PSXE,589
GUQE,PTFL,980
GUQE,QFQE,3828
GUQE,QJKL,373
GUQE,QJVF,620
GUQE,QKJA,1107
GUQE,QSEU,779
