Name,Commodity Code,Service Index,Split RLN Code,Cargo Category Code,Parent Unit Code,Unit Name,Description,TPSN,Aircraft Name,Brigade Key,UTC,UIC,First FM,Aircraft Count,Vehicle Type,Vehicle Name,Aircraft Fleet,Vehicle Count,Origin,Destination,APOE,SPOE,APOD,SPOD,Strat ILOC,Dep Theater,RLD,Air ALD,Sea ALD,ILOC Delay,EAD,LAD,RDD,Mode,Means,POL,PAX,Bulk STons,Over STons,Out STons,Total STons,Cont STons,Wheeled STons,Tracked STons,NSDA STons,NonCont STons,Cont MTons,Wheeled MTons,Tracked MTons,NSDA MTons,NonCont MTons,Cont Sqft,Wheeled Sqft,Tracked Sqft,NSDA Sqft,NonCont Sqft,FM List,Organization,NextRln,Retrograde,HandoffOrigin,HandoffDate,PreemptivePriority,MaxSchedDay,ILOC Mode,Rln Priority,Tpfdd Priority,Trigger Delay,EAD Objective Penalty,RDD Objective Penalty,Additional Days Late Objective,ADL Objective Penalty,Goal Location,Goal Day
1:03AJP,7,1,1:03AJ,"",,"","TANK BATTALION, EQ/W, M6O",00001,"",CTK,2JTTT,"",CTK,0,"","","",0,HFTZ,JEAH,UHGN,"",JEAH,"",,1,2,29,0,0,28,33,34,1,0,.00,633,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,0,0,0,0,0,"",JERBA-ZARZIS,"",0,HFTZ,2,0,9999,-1,2147483647,2147483647,0,0,5,2,1000,DST,34
1:03AKC,7,1,1:03AK,"",,"","TANK BATTALION, EQ/W, M6O",00001,"",CTK,2JTTT,"",CTK,0,"","","",0,HFTZ,NWXN,"",QTUP,"",VKNP,,1,2,0,17,0,28,33,34,2,0,.00,0,175.20,1433.40,4807.30,6415.90,142.00,1635.00,4550.80,.00,88.10,300.00,5067.70,5314.40,.00,270.10,2840,26552,23385,0,1363,"",MADANIYIN,"",0,HFTZ,2,0,9999,-1,2147483647,2147483647,0,0,5,2,1000,DST,34
1:03AKP,7,1,1:03AK,"",,"","TANK BATTALION, EQ/W, M6O",00001,"",CTK,2JTTT,"",CTK,0,"","","",0,HFTZ,JEAH,UHGN,"",JEAH,"",,1,2,30,0,0,28,33,34,1,0,.00,551,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,0,0,0,0,0,"",JERBA-ZARZIS,"",0,HFTZ,2,0,9999,-1,2147483647,2147483647,0,0,5,2,1000,DST,34
1:03AUC,7,1,1:03AU,"",,"","TANK BATTALION, EQ/W, M6O",00001,"",CTK,2JTTT,"",CTK,0,"","","",0,HFTZ,NWXN,"",QTUP,"",VKNP,,1,2,0,17,0,28,33,34,2,0,.00,0,175.20,1433.40,4807.30,6415.90,142.00,1635.00,4550.80,.00,88.10,300.00,5067.70,5314.40,.00,270.10,2840,26552,23385,0,1363,"",MADANIYIN,"",0,HFTZ,2,0,9999,-1,2147483647,2147483647,0,0,5,2,1000,DST,34
1:03AUP,7,1,1:03AU,"",,"","TANK BATTALION, EQ/W, M6O",00001,"",CTK,2JTTT,"",CTK,0,"","","",0,HFTZ,JEAH,UHGN,"",JEAH,"",,1,2,30,0,0,28,33,34,1,0,.00,633,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,0,0,0,0,0,"",JERBA-ZARZIS,"",0,HFTZ,2,0,9999,-1,2147483647,2147483647,0,0,5,2,1000,DST,34
1:04DDC,23,1,1:04DD,"",,"",T MDM TRK CO 40 FT CNR/CG,35690,"",TMD,UL444,"",TMD,0,"","","",0,HJVH,HNTM,"",ZBES,"",HNTS,,1,0,0,14,0,20,23,24,2,0,.00,0,30.40,1222.70,599.90,1853.00,29.00,1821.70,.00,.00,2.30,71.00,10843.80,.00,.00,17.70,580,53075,0,0,101,"",GABES (HNTM),"",0,HJVH,0,0,9999,-1,2147483647,2147483647,0,0,5,2,1000,DST,24
1:04DDP,23,1,1:04DD,"",,"",T MDM TRK CO 40 FT CNR/CG,35690,"",TMD,UL444,"",TMD,0,"","","",0,HJVH,HNTM,GAMH,"",HNTK,"",,1,0,20,0,0,20,23,24,1,0,.00,169,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,0,0,0,0,0,"",GABES (HNTM),"",0,HJVH,0,0,9999,-1,2147483647,2147483647,0,0,5,2,1000,DST,24
1:0DAAC,21,1,1:0DAA,"",,"",HHC PSYOP BATTALION,34319,"",PSY,PHNEE,"",PSY,0,"","","",0,HCTL,HPBF,"",DKSD,"",HNTS,,1,0,0,16,0,24,28,30,2,0,.00,0,16.90,80.10,49.70,146.70,17.40,129.30,.00,.00,.00,53.20,527.60,.00,.00,.00,406,3652,0,0,0,"",GAFSA,"",0,HCTL,0,0,9999,-1,2147483647,2147483647,0,0,5,2,1000,DST,30
1:0DAAP,21,1,1:0DAA,"",,"",HHC PSYOP BATTALION,34319,"",PSY,PHNEE,"",PSY,0,"","","",0,HCTL,HPBF,TMKH,"",HNTK,"",,1,0,24,0,0,24,28,30,1,0,.00,100,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,0,0,0,0,0,"",GAFSA,"",0,HCTL,0,0,9999,-1,2147483647,2147483647,0,0,5,2,1000,DST,30
1:0DBBC,21,1,1:0DBB,"",,"",PSYOP OPNL SPT COMPANY,34363,"",PSY,PKNEE,"",PSY,0,"","","",0,HCTL,HPBF,"",QTUP,"",HNTS,,1,0,0,16,0,24,28,30,2,0,.00,0,18.60,93.70,92.60,204.90,18.60,163.30,.00,.00,23.00,47.00,670.80,.00,.00,96.00,365,3849,0,0,480,"",GAFSA,"",0,HCTL,0,0,9999,-1,2147483647,2147483647,0,0,5,2,1000,DST,30
1:0DBBP,21,1,1:0DBB,"",,"",PSYOP OPNL SPT COMPANY,34363,"",PSY,PKNEE,"",PSY,0,"","","",0,HCTL,HPBF,TMKH,"",HNTK,"",,1,0,24,0,0,24,28,30,1,0,.00,110,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,0,0,0,0,0,"",GAFSA,"",0,HCTL,0,0,9999,-1,2147483647,2147483647,0,0,5,2,1000,DST,30
1:0DBCC,21,1,1:0DBC,"",,"",PSYOP OPNL SPT COMPANY,34363,"",PSY,PKNEE,"",PSY,0,"","","",0,HCTL,HPBF,"",DKSD,"",HNTS,,1,0,0,15,0,24,28,30,2,0,.00,0,18.60,93.70,92.60,204.90,18.60,163.30,.00,.00,23.00,47.00,670.80,.00,.00,96.00,365,3849,0,0,480,"",GAFSA,"",0,HCTL,0,0,9999,-1,2147483647,2147483647,0,0,5,2,1000,DST,30
1:0DBCP,21,1,1:0DBC,"",,"",PSYOP OPNL SPT COMPANY,34363,"",PSY,PKNEE,"",PSY,0,"","","",0,HCTL,HPBF,TMKH,"",HNTK,"",,1,0,24,0,0,24,28,30,1,0,.00,110,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,0,0,0,0,0,"",GAFSA,"",0,HCTL,0,0,9999,-1,2147483647,2147483647,0,0,5,2,1000,DST,30
1:0DBDC,21,1,1:0DBD,"",,"",PSYOP STRAT DISSEM CO,34364,"",PSY,PCMEE,"",PSY,0,"","","",0,HCTL,HPBF,"",DKSD,"",HNTS,,1,0,0,15,0,24,28,30,2,0,.00,0,25.00,142.80,70.10,237.90,37.30,141.90,12.40,.00,46.30,83.90,487.20,47.20,.00,202.60,603,3134,222,0,1160,"",GAFSA,"",0,HCTL,0,0,9999,-1,2147483647,2147483647,0,0,5,2,1000,DST,30
1:0DBDP,21,1,1:0DBD,"",,"",PSYOP STRAT DISSEM CO,34364,"",PSY,PCMEE,"",PSY,0,"","","",0,HCTL,HPBF,TMKH,"",HNTK,"",,1,0,24,0,0,24,28,30,1,0,.00,118,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,0,0,0,0,0,"",GAFSA,"",0,HCTL,0,0,9999,-1,2147483647,2147483647,0,0,5,2,1000,DST,30
1:0EBFC,23,1,1:0EBF,"",,"","ENGR CO, PIPELINE CONST",31497,"",ELW,4AAAD,"",ELW,0,"","","",0,HGSH,HPBF,"",DKSD,"",HNTS,,1,0,0,15,0,22,30,32,2,0,.00,0,32.10,409.10,78.10,519.30,37.50,373.30,108.50,.00,.00,94.00,1674.00,355.00,.00,.00,850,10457,1586,0,0,"",GAFSA,"",0,HGSH,0,0,9999,-1,2147483647,2147483647,0,0,5,2,1000,DST,32
1:0EBFP,23,1,1:0EBF,"",,"","ENGR CO, PIPELINE CONST",31497,"",ELW,4AAAD,"",ELW,0,"","","",0,HGSH,HPBF,YWHG,"",HNTK,"",,1,0,22,0,0,22,25,32,1,0,.00,181,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,0,0,0,0,0,"",GAFSA,"",0,HGSH,0,0,9999,-1,2147483647,2147483647,0,0,5,2,1000,DST,32
1:0EBQC,17,1,1:0EBQ,"",,"","ENGR CBT BN, CORPS",21353,"",ENP,48AAT,"",ENP,0,"","","",0,HJVH,HPBF,"",DKSD,"",HNTS,,1,0,0,15,0,22,30,32,2,0,.00,0,147.60,2182.90,156.70,2487.20,140.60,1708.80,637.80,.00,.00,347.80,6432.10,1769.90,.00,.00,2857,37731,8573,0,0,"",GAFSA,"",0,HJVH,0,0,9999,-1,2147483647,2147483647,0,0,5,2,1000,DST,32
1:0EBQP,17,1,1:0EBQ,"",,"","ENGR CBT BN, CORPS",21353,"",ENP,48AAT,"",ENP,0,"","","",0,HJVH,HPBF,GAMH,"",HNTK,"",,1,0,22,0,0,22,30,32,1,0,.00,784,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,0,0,0,0,0,"",GAFSA,"",0,HJVH,0,0,9999,-1,2147483647,2147483647,0,0,5,2,1000,DST,32
1:0EBRC,17,1,1:0EBR,"",,"","ENGR CBT BN, CORPS",21353,"",ELW,48AAT,"",ELW,0,"","","",0,HGSH,HPBF,"",DKSD,"",HNTS,,1,0,0,15,0,22,30,32,2,0,.00,0,147.60,2182.90,156.70,2487.20,140.60,1708.80,637.80,.00,.00,347.80,6432.10,1769.90,.00,.00,2857,37731,8573,0,0,"",GAFSA,"",0,HGSH,0,0,9999,-1,2147483647,2147483647,0,0,5,2,1000,DST,32
1:0EBRP,17,1,1:0EBR,"",,"","ENGR CBT BN, CORPS",21353,"",ELW,48AAT,"",ELW,0,"","","",0,HGSH,HPBF,YWHG,"",HNTK,"",,1,0,22,0,0,22,25,32,1,0,.00,739,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,0,0,0,0,0,"",GAFSA,"",0,HGSH,0,0,9999,-1,2147483647,2147483647,0,0,5,2,1000,DST,32
1:0EGBC,23,1,1:0EGB,"",,"","ENGR CO, LIGHT EQUIP, ABN",,"",ABN,4M222,"",ABN,0,"","","",0,HCTL,WSVC,"",JTVH,"",VKNP,,1,9,0,14,0,30,34,36,2,0,.00,0,36.70,893.40,604.80,1534.90,35.30,954.70,534.10,.00,10.80,160.40,4036.10,1378.40,.00,27.00,1192,19856,6730,0,258,"",TEBESSA,"",0,HCTL,9,0,9999,-1,2147483647,2147483647,0,0,5,2,1000,DST,36
1:0EGBP,23,1,1:0EGB,"",,"","ENGR CO, LIGHT EQUIP, ABN",,"",ABN,4M222,"",ABN,0,"","","",0,HCTL,WSVC,TMKH,"",FUQN,"",,1,9,31,0,0,30,32,36,1,0,.00,176,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,0,0,0,0,0,"",TEBESSA,"",0,HCTL,9,0,9999,-1,2147483647,2147483647,0,0,5,2,1000,DST,36
1:0HBGC,23,1,1:0HBG,"",,"",TRANS MED WATERCRAFT CO,,"",H20,UKBNN,"",H20,0,"","","",0,HCTL,APFD,"",QTUP,"",APFD,,1,0,0,14,0,20,22,22,2,50,.00,0,29.00,42.70,1216.10,1287.80,27.60,74.00,.00,.00,1186.20,64.00,322.90,.00,.00,10308.60,552,1886,0,0,27954,"",GABES (HNTS),"",0,HCTL,0,0,9999,-1,2147483647,2147483647,0,0,5,2,1000,DST,22
1:0HEDC,23,1,1:0HED,"",,"",T MDM TRK CO 40 FT CNR/CG,35690,"",TMD,UL444,"",TMD,0,"","","",0,HCML,HNTM,"",QTUP,"",HNTS,,1,0,0,14,0,20,23,24,2,0,.00,0,30.40,1222.70,599.90,1853.00,29.00,1821.70,.00,.00,2.30,71.00,10843.80,.00,.00,17.70,580,53075,0,0,101,"",GABES (HNTM),"",0,HCML,0,0,9999,-1,2147483647,2147483647,0,0,5,2,1000,DST,24
1:0HEDP,23,1,1:0HED,"",,"",T MDM TRK CO 40 FT CNR/CG,35690,"",TMD,UL444,"",TMD,0,"","","",0,HCML,HNTM,PNQS,"",HNTK,"",,1,0,20,0,0,20,23,24,1,0,.00,169,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,0,0,0,0,0,"",GABES (HNTM),"",0,HCML,0,0,9999,-1,2147483647,2147483647,0,0,5,2,1000,DST,24
1:0HEEC,23,1,1:0HEE,"",,"",T MDM TRK CO 5000 GAL TAN,35692,"",TPL,UBBNN,"",TPL,0,"","","",0,HCRL,HNTM,"",ZBES,"",HNTS,,1,0,0,14,0,17,21,22,2,0,.00,0,31.20,447.00,685.30,1163.50,29.80,1131.40,.00,.00,2.30,73.00,6128.50,.00,.00,17.70,596,28384,0,0,101,"",GABES (HNTM),"",0,HCRL,0,0,9999,-1,2147483647,2147483647,0,0,5,2,1000,DST,22
1:0HEEP,23,1,1:0HEE,"",,"",T MDM TRK CO 5000 GAL TAN,35692,"",TPL,UBBNN,"",TPL,0,"","","",0,HCRL,HNTM,BPWZ,"",HNTK,"",,1,0,17,0,0,17,21,22,1,0,.00,170,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,0,0,0,0,0,"",GABES (HNTM),"",0,HCRL,0,0,9999,-1,2147483647,2147483647,0,0,5,2,1000,DST,22
1:0HEHC,23,1,1:0HEH,"",,"",T MDM TRK CO 40 FT CNR/CG,35690,"",TMD,UL444,"",TMD,0,"","","",0,HGBZ,HNTM,"",QTUP,"",HNTS,,1,0,0,14,0,20,23,24,2,0,.00,0,30.40,1222.70,599.90,1853.00,29.00,1821.70,.00,.00,2.30,71.00,10843.80,.00,.00,17.70,580,53075,0,0,101,"",GABES (HNTM),"",0,HGBZ,0,0,9999,-1,2147483647,2147483647,0,0,5,2,1000,DST,24
1:0HEHP,23,1,1:0HEH,"",,"",T MDM TRK CO 40 FT CNR/CG,35690,"",TMD,UL444,"",TMD,0,"","","",0,HGBZ,HNTM,DKFX,"",HNTK,"",,1,0,20,0,0,20,23,24,1,0,.00,169,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,0,0,0,0,0,"",GABES (HNTM),"",0,HGBZ,0,0,9999,-1,2147483647,2147483647,0,0,5,2,1000,DST,24
1:0HHD,21,1,1:0HHD,"",,"",HHC PSYOP BATTALION,34319,"",PSY,PHNEE,"",PSY,0,"","","",0,HCTL,HPBF,TMKH,"",HNTK,"",,1,0,26,0,0,26,28,30,1,0,.00,100,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,0,0,0,0,0,"",GAFSA,"",0,HCTL,0,0,9999,-1,2147483647,2147483647,0,0,5,2,1000,DST,30
1:0HNBC,23,1,1:0HNB,"",,"",TRANS LIGHT MDM TRUCK CO,35686,"",TLT,U5BNN,"",TLT,0,"","","",0,HERT,HNTM,"",QTUP,"",HNTS,,1,0,0,14,0,20,23,24,2,0,.00,0,21.00,170.80,775.80,967.60,19.60,945.70,.00,.00,2.30,48.00,3949.70,.00,.00,17.70,363,19316,0,0,101,"",GABES (HNTM),"",0,HERT,0,0,9999,-1,2147483647,2147483647,0,0,5,2,1000,DST,24
1:0HNBP,23,1,1:0HNB,"",,"",TRANS LIGHT MDM TRUCK CO,35686,"",TLT,U5BNN,"",TLT,0,"","","",0,HERT,HNTM,MUHJ,"",HNTK,"",,1,0,20,0,0,20,23,24,1,0,.00,109,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,0,0,0,0,0,"",GABES (HNTM),"",0,HERT,0,0,9999,-1,2147483647,2147483647,0,0,5,2,1000,DST,24
1:0HVCC,23,1,1:0HVC,"",,"",T MDM TRK CO 40 FT CNR/CG,35690,"",TMD,UL444,"",TMD,0,"","","",0,HKBN,HNTM,"",QTUP,"",HNTS,,1,0,0,14,0,20,23,24,2,0,.00,0,30.40,1222.70,599.90,1853.00,29.00,1821.70,.00,.00,2.30,71.00,10843.80,.00,.00,17.70,580,53075,0,0,101,"",GABES (HNTM),"",0,HKBN,0,0,9999,-1,2147483647,2147483647,0,0,5,2,1000,DST,24
1:0HVCP,23,1,1:0HVC,"",,"",T MDM TRK CO 40 FT CNR/CG,35690,"",TMD,UL444,"",TMD,0,"","","",0,HKBN,HNTM,GUQE,"",HNTK,"",,1,0,20,0,0,20,23,24,1,0,.00,169,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,0,0,0,0,0,"",GABES (HNTM),"",0,HKBN,0,0,9999,-1,2147483647,2147483647,0,0,5,2,1000,DST,24
1:0J1EC,23,1,1:0J1E,"",,"",FINANCE SUPPORT UNIT,32020,"",MON,S4322,"",MON,0,"","","",0,HKNN,HPBF,"",UTAC,"",HNTS,,1,0,0,16,0,34,38,40,2,0,.00,0,16.20,36.80,.00,53.00,16.20,36.80,.00,.00,.00,40.00,130.00,.00,.00,.00,324,736,0,0,0,"",GAFSA,"",0,HKNN,0,0,9999,-1,2147483647,2147483647,0,0,5,2,1000,DST,40
1:0J1EP,23,1,1:0J1E,"",,"",FINANCE SUPPORT UNIT,32020,"",MON,S4322,"",MON,0,"","","",0,HKNN,HPBF,FNWZ,"",HNTK,"",,1,0,34,0,0,34,38,38,1,0,.00,66,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,0,0,0,0,0,"",GAFSA,"",0,HKNN,0,0,9999,-1,2147483647,2147483647,0,0,5,2,1000,DST,38
1:0JAAC,23,1,1:0JAA,"",,"",T MDM TRK CO 5000 GAL TAN,,"",TPL,UBBNN,"",TPL,0,"","","",0,HDDL,HNTM,"",ZBES,"",HNTS,,1,0,0,14,0,17,21,22,2,0,.00,0,30.50,1103.00,19.10,1152.60,30.50,1122.10,.00,.00,.00,74.00,5721.00,.00,.00,.00,610,22442,0,0,0,"",GABES (HNTM),"",0,HDDL,0,0,9999,-1,2147483647,2147483647,0,0,5,2,1000,DST,22
1:0JAAP,23,1,1:0JAA,"",,"",T MDM TRK CO 5000 GAL TAN,,"",TPL,UBBNN,"",TPL,0,"","","",0,HDDL,HNTM,TDHV,"",HNTK,"",,1,0,17,0,0,17,21,22,1,0,.00,170,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,0,0,0,0,0,"",GABES (HNTM),"",0,HDDL,0,0,9999,-1,2147483647,2147483647,0,0,5,2,1000,DST,22
1:0JKBC,23,1,1:0JKB,"",,"",T MDM TRK CO 5000 GAL TAN,35692,"",TPL,UBBNN,"",TPL,0,"","","",0,HEKP,HNTM,"",ZBES,"",HNTS,,1,0,0,14,0,17,21,22,2,0,.00,0,31.20,447.00,685.30,1163.50,29.80,1131.40,.00,.00,2.30,73.00,6128.50,.00,.00,17.70,596,28384,0,0,101,"",GABES (HNTM),"",0,HEKP,0,0,9999,-1,2147483647,2147483647,0,0,5,2,1000,DST,22
1:0JKBP,23,1,1:0JKB,"",,"",T MDM TRK CO 5000 GAL TAN,35692,"",TPL,UBBNN,"",TPL,0,"","","",0,HEKP,HNTM,PTFL,"",HNTK,"",,1,0,17,0,0,17,21,22,1,0,.00,170,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,0,0,0,0,0,"",GABES (HNTM),"",0,HEKP,0,0,9999,-1,2147483647,2147483647,0,0,5,2,1000,DST,22
1:0JLBC,23,1,1:0JLB,"",,"",T MDM TRK CO 5000 GAL TAN,35692,"",TPL,UBBNN,"",TPL,0,"","","",0,HKLN,HNTM,"",ZBES,"",HNTS,,1,0,0,14,0,17,21,22,2,0,.00,0,31.20,447.00,685.30,1163.50,29.80,1131.40,.00,.00,2.30,73.00,6128.50,.00,.00,17.70,596,28384,0,0,101,"",GABES (HNTM),"",0,HKLN,0,0,9999,-1,2147483647,2147483647,0,0,5,2,1000,DST,22
1:0JLDP,23,1,1:0JLD,"",,"",T MDM TRK CO 5000 GAL TAN,35704,"",TPL,U7BNN,"",TPL,0,"","","",0,HFDZ,HNTM,LEXG,"",HNTK,"",,1,0,17,0,0,17,21,22,1,0,.00,166,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,0,0,0,0,0,"",GABES (HNTM),"",0,HFDZ,0,0,9999,-1,2147483647,2147483647,0,0,5,2,1000,DST,22
1:0JXC,23,1,1:0JXC,"",,"",ENGR FFTG TM   FIRE TRUCK,31573,"",ELW,49ZFF,"",ELW,0,"","","",0,HGSH,HPBF,YWHG,"",HNTK,"",,1,0,22,0,0,22,30,32,1,0,.00,6,1.10,.00,9.00,10.10,1.10,9.00,.00,.00,.00,4.00,50.00,.00,.00,.00,21,188,0,0,0,"",GAFSA,"",0,HGSH,0,0,9999,-1,2147483647,2147483647,0,0,5,2,1000,DST,32
1:0KFA,23,1,1:0KFA,"",,"",COMBAT HET CO,,"",THE,U4477,"",THE,0,"","","",0,HFTZ,VKNG,"",DKSD,"",HNTS,,1,0,0,15,0,24,31,32,2,0,.00,0,32.40,311.60,4506.90,4850.90,31.00,4808.40,.00,.00,11.50,91.00,22958.00,.00,.00,50.00,532,92686,0,0,259,"",SFAX,"",0,HFTZ,0,0,9999,-1,2147483647,2147483647,0,0,5,2,1000,DST,32
1:0KFBC,7,1,1:0KFB,"",,"",INF BN  MECH,02002,"",1ME,05TTT,"",1ME,0,"","","",0,HFTZ,WSVC,"",SBEA,"",HNTS,,1,15,0,26,0,35,40,43,2,0,.00,0,144.00,2413.90,1687.00,4244.90,140.20,1243.90,2858.60,.00,2.20,344.00,4840.40,5291.00,.00,17.70,2717,27576,24460,0,101,"",TEBESSA,"",0,HFTZ,15,0,9999,-1,2147483647,2147483647,0,0,5,2,1000,DST,43
1:0KFBP,7,1,1:0KFB,"",,"",INF BN  MECH,02002,"",1ME,05TTT,"",1ME,0,"","","",0,HFTZ,WSVC,UHGN,"",FUQN,"",,1,15,37,0,0,35,40,43,1,0,.00,821,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,0,0,0,0,0,"",TEBESSA,"",0,HFTZ,15,0,9999,-1,2147483647,2147483647,0,0,5,2,1000,DST,43
1:0KGA,23,1,1:0KGA,"",,"",COMBAT HET CO,,"",THE,U4477,"",THE,0,"","","",0,HFTZ,VKNG,"",DKSD,"",VKNP,,1,0,0,14,0,24,31,32,2,0,.00,0,32.40,311.60,4506.90,4850.90,31.00,4808.40,.00,.00,11.50,91.00,22958.00,.00,.00,50.00,532,92686,0,0,259,"",SFAX,"",0,HFTZ,0,0,9999,-1,2147483647,2147483647,0,0,5,2,1000,DST,32
1:0KGBC,23,1,1:0KGB,"",,"",T MDM TRK CO 5000 GAL TAN,35692,"",TPL,UBBNN,"",TPL,0,"","","",0,HGQH,HNTM,"",ZBES,"",HNTS,,1,0,0,14,0,17,21,22,2,0,.00,0,31.20,447.00,685.30,1163.50,29.80,1131.40,.00,.00,2.30,73.00,6128.50,.00,.00,17.70,596,28384,0,0,101,"",GABES (HNTM),"",0,HGQH,0,0,9999,-1,2147483647,2147483647,0,0,5,2,1000,DST,22
1:0KGBP,23,1,1:0KGB,"",,"",T MDM TRK CO 5000 GAL TAN,35692,"",TPL,UBBNN,"",TPL,0,"","","",0,HGQH,HNTM,MUHJ,"",HNTK,"",,1,0,17,0,0,17,21,22,1,0,.00,170,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,0,0,0,0,0,"",GABES (HNTM),"",0,HGQH,0,0,9999,-1,2147483647,2147483647,0,0,5,2,1000,DST,22
1:0KHA,23,1,1:0KHA,"",,"",COMBAT HET CO,,"",THE,U4477,"",THE,0,"","","",0,HFTZ,VKNG,"",DKSD,"",HNTS,,1,0,0,17,0,24,31,32,2,0,.00,0,32.40,311.60,4506.90,4850.90,31.00,4808.40,.00,.00,11.50,91.00,22958.00,.00,.00,50.00,532,92686,0,0,259,"",SFAX,"",0,HFTZ,0,0,9999,-1,2147483647,2147483647,0,0,5,2,1000,DST,32
1:0LAA,23,1,1:0LAA,"",,"","HHC, AIRBORNE CORPS",,"",ABN,CAAAC,"",ABN,0,"","","",0,HCTL,WSVC,TMKH,"",FUQN,"",,1,0,22,0,0,22,27,27,1,0,.00,220,60.50,45.80,.00,106.30,60.50,45.80,.00,.00,.00,151.00,216.00,.00,.00,.00,1210,1668,0,0,0,"",TEBESSA,"",0,HCTL,0,0,9999,-1,2147483647,2147483647,0,0,5,2,1000,DST,27
1:0LAB,23,1,1:0LAB,"",,"","HHC, AIRBORNE CORPS",,"",ABN,C99BB,"",ABN,0,"","","",0,HCTL,WSVC,TMKH,"",FUQN,"",,1,17,19,0,0,19,20,20,1,0,.00,150,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,0,0,0,0,0,"",TEBESSA,"",0,HCTL,17,0,9999,-1,2147483647,2147483647,0,0,5,2,1000,DST,20
1:0LBGC,23,1,1:0LBG,"",,"",SMOKE GENERATOR CO  MECH,,"",1ME,GXVVV,"",1ME,0,"","","",0,HFTZ,WSVC,"",SBEA,"",HNTS,,1,15,0,26,0,35,40,43,2,0,.00,0,22.50,431.40,130.70,584.60,21.10,237.20,326.30,.00,.00,49.00,808.90,725.50,.00,.00,422,4286,3690,0,0,"",TEBESSA,"",0,HFTZ,15,0,9999,-1,2147483647,2147483647,0,0,5,2,1000,DST,43
1:0LBGP,23,1,1:0LBG,"",,"",SMOKE GENERATOR CO  MECH,,"",1ME,GXVVV,"",1ME,0,"","","",0,HFTZ,WSVC,UHGN,"",FUQN,"",,1,15,37,0,0,35,40,43,1,0,.00,111,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,0,0,0,0,0,"",TEBESSA,"",0,HFTZ,15,0,9999,-1,2147483647,2147483647,0,0,5,2,1000,DST,43
1:0MAAC,23,1,1:0MAA,"",,"",T MDM TRK CO 5000 GAL TAN,,"",TPL,UBBNN,"",TPL,0,"","","",0,HCML,HNTM,"",ZBES,"",HNTS,,1,0,0,14,0,17,21,22,2,0,.00,0,31.20,447.00,685.30,1163.50,29.80,1131.40,.00,.00,2.30,73.00,6128.50,.00,.00,17.70,596,28384,0,0,101,"",GABES (HNTM),"",0,HCML,0,0,9999,-1,2147483647,2147483647,0,0,5,2,1000,DST,22
1:0MAAP,23,1,1:0MAA,"",,"",T MDM TRK CO 5000 GAL TAN,,"",TPL,UBBNN,"",TPL,0,"","","",0,HCML,HNTM,PNQS,"",HNTK,"",,1,0,17,0,0,17,21,22,1,0,.00,170,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,0,0,0,0,0,"",GABES (HNTM),"",0,HCML,0,0,9999,-1,2147483647,2147483647,0,0,5,2,1000,DST,22
