Dictionary,Field,Type,Repeats,MPFD,Version,Area,DomainClass,Definition,Precision,LowValue,HiValue,MaxLength,UOM,DefaultValue,Required,GUI Editor,Comments,GuiWidth,Edit,Filter,Search,Sort,Alter,DEX,DiffKey
elist/scenarioAirRoute.csv,TIME,STRING,,,1,Surface,ampdom.network.routes.AirRoute,Travel time of the user defined air route,,,,,,,,,,,,,,,,,
elist/scenarioAirRoute.csv,PRIORITY,STRING,,,1,Surface,ampdom.network.routes.AirRoute,Priority of the user defined air route used by the simulation when picking routes,,,,,,,,,,,,,,,,,
elist/scenarioAirRouteShape.csv,ROUTE_NUM,STRING,,,1,Surface,ampdom.network.routes.AirRoute,Unique Identifier for the user defined routes,,,,,,,,,,,,,,,,,y
elist/scenarioAirRouteShape.csv,POINT_NUM,STRING,,,1,Surface,ampdom.network.routes.AirRoute,index of the point in the air route shape,,,,,,,,,,,,,,,,,y
elist/scenarioAirRouteShape.csv,LAT,STRING,,,1,Surface,ampdom.network.routes.AirRoute,latitude of the point in the air route shape,,,,,,,,,,,,,,,,,
elist/scenarioAirRouteShape.csv,LON,STRING,,,1,Surface,ampdom.network.routes.AirRoute,longitude of the point in the air route shape,,,,,,,,,,,,,,,,,
elist/scenarioEnablerMatchElement.csv,ETPFDD_NUM,STRING,,,2,Surface,,Sequence number of the TPFDD,,,,,,,,,,,,,,,,,y
elist/scenarioEnablerMatchElement.csv,RLN,STRING,,,2,Surface,,RLN from the TPFDD,,,,,,,,,,,,,,,,,y
elist/scenarioEnablerMatchElement.csv,clsNetObj,STRING,,,2,Surface,,"Type of object to apply it to (e.g. Node, Seaport, Airport)",,,,,,,,,,,,,,,,,y
elist/scenarioEnablerMatchElement.csv,attribute,STRING,,,2,Surface,,Network attribute number that is to be applied to,,,,,,,,,,,,,,,,,y
elist/scenarioEnablerMatchElement.csv,value,STRING,,,2,Surface,,Amount to be changed,,,,,,,,,,,,,,,,,
elist/scenarioEnablerMatchElement.csv,feature,STRING,,,2,Surface,,No longer used,,,,,,,,,,,,,,,,,
elist/scenarioEnablerMatchElement.csv,setupDelay,STRING,,,2,,,,,,,,,,,,,,,,,,,,
elist/scenarioEnablerMatchElement.csv,parent,STRING,,,2,,,,,,,,,,,,,,,,,,,,
elist/scenarioEnablerMatchElement.csv,type,STRING,,,2,,,,,,,,,,,,,,,,,,,,
elist/scenarioRoute.csv,ROUTE_NUM,STRING,,,1,Surface,ampdom.network.routes.Route,Unique Identifier for the multi mode route,,,,,,,,,,,,,,,,,y
elist/scenarioRoute.csv,ORIGIN_NAME,STRING,,,1,Surface,ampdom.network.routes.Route,Origin of the multi mode route,,,,,,,,,,,,,,,,,
elist/scenarioRoute.csv,DEST_NAME,STRING,,,1,Surface,ampdom.network.routes.Route,destination of the multi mode route,,,,,,,,,,,,,,,,,
elist/scenarioRoute.csv,MODE_NUM,STRING,,,1,Surface,ampdom.network.routes.Route,Mode of the multi mode route (Road),,,,,,,,,,,,,,,,,
elist/scenarioRoute.csv,SOURCE,STRING,,,1,Surface,ampdom.network.routes.Route,Source of the user defined route (Time/Distance),,,,,,,,,,,,,,,,,
elist/scenarioRoute.csv,DISTANCE,STRING,,,1,Surface,ampdom.network.routes.Route,Length of the user defined route in miles,,,,,,,,,,,,,,,,,
elist/scenarioRoute.csv,TIME,STRING,,,1,Surface,ampdom.network.routes.Route,Travel time of the user defined route,,,,,,,,,,,,,,,,,
elist/scenarioRoute.csv,PRIORITY,STRING,,,1,Surface,ampdom.network.routes.Route,Priority of the user defined route used by the simulation when picking routes,,,,,,,,,,,,,,,,,
elist/scenarioRoute.csv,MSR,STRING,,,1,Surface,ampdom.network.routes.Route,Defaults to TRUE,,,,,,,,,,,,,,,,,
elist/scenarioRoute.csv,MSR_COLOR,STRING,,,1,Surface,ampdom.network.routes.Route,No longer used,,,,,,,,,,,,,,,,,
elist/scenarioRouteLink.csv,ROUTE_NUM,STRING,,,1,Surface,ampdom.network.routes.Route,ID of the user defined route,,,,,,,,,,,,,,,,,y
elist/scenarioRouteLink.csv,ROUTE_LINK_NUM,STRING,,,1,Surface,ampdom.network.routes.Route,ID of the link index in the route link list,,,,,,,,,,,,,,,,,y
elist/scenarioRouteLink.csv,LINK_NUM,STRING,,,1,Surface,ampdom.network.routes.Route,ID of the network link used in the route,,,,,,,,,,,,,,,,,
elist/scenarioRouteLink.csv,LINK_NAME,STRING,,,1,Surface,ampdom.network.routes.Route,Name of the network link used in the route,,,,,,,,,,,,,,,,,
elist/scenarioRouteLink.csv,LINK_TYPE,STRING,,,1,Surface,ampdom.network.routes.Route,network class of the network link used in the route.,,,,,,,,,,,,,,,,,
elist/theaterActiveSched.csv,Key,STRING,,,0,,,,,,,,,,,,,,,,,,,,
elist/theaterActiveSched.csv,Day,INT,,,0,,,,,,,,,,,,,,,,,,,,
elist/theaterActiveSched.csv,Enabled,BOOLEAN,,,0,,,,,,,,,,,,,,,,,,,,
elist/theaterActiveSched.csv,Description,STRING,,,0,,,,,,,,,,,,,,,,,,,,
elist/theaterActiveSched.csv,EventPhase,STRING,,,0,,,,,,,,,,,,,,,,,,,,
elist/theaterActiveSched.csv,Data,BOOLEAN,,,0,,,,,,,,,,,,,,,,,,,,
lockResults/airArrival.csv,Model,STRING,,,None,Persistence,,,,,,,,,,,,,,,,,,,
lockResults/airArrival.csv,FedTime,FLOAT,,,None,Persistence,,,,,,,,,,,,,,,,,,,
lockResults/airArrival.csv,ToTime,FLOAT,,,None,Persistence,,,,,,,,,,,,,,,,,,,
lockResults/airArrival.csv,ToPurpose,STRING,,,None,Persistence,,,,,,,,,,,,,,,,,,,
lockResults/airArrival.csv,ToLocation,STRING,,,None,Persistence,,,,,,,,,,,,,,,,,,,
lockResults/airArrival.csv,RampName,STRING,,,None,Persistence,,,,,,,,,,,,,,,,,,,
lockResults/airArrival.csv,FromTime,FLOAT,,,None,Persistence,,,,,,,,,,,,,,,,,,,
lockResults/airArrival.csv,FromPurpose,STRING,,,None,Persistence,,,,,,,,,,,,,,,,,,,
lockResults/airArrival.csv,FromLocation,STRING,,,None,Persistence,,,,,,,,,,,,,,,,,,,
lockResults/airArrival.csv,Mode,STRING,,,None,Persistence,,,,,,,,,,,,,,,,,,,
lockResults/airArrival.csv,AssetType,STRING,,,None,Persistence,,,,,,,,,,,,,,,,,,,
lockResults/airArrival.csv,AssetID,STRING,,,None,Persistence,,,,,,,,,,,,,,,,,,,
lockResults/airArrival.csv,Fleet,STRING,,,None,Persistence,,,,,,,,,,,,,,,,,,,
lockResults/airArrival.csv,MissionID,STRING,,,None,Persistence,,,,,,,,,,,,,,,,,,,y
lockResults/airArrival.csv,EarliestReleaseTime,FLOAT,,,None,Persistence,,,,,,,,,,,,,,,,,,,
lockResults/airArrival.csv,Craf,BOOLEAN,,,None,Persistence,,,,,,,,,,,,,,,,,,,
lockResults/airArrival.csv,Contam,BOOLEAN,,,None,Persistence,,,,,,,,,,,,,,,,,,,
lockResults/airArrival.csv,Hot,BOOLEAN,,,None,Persistence,,,,,,,,,,,,,,,,,,,
lockResults/airArrival.csv,Acl,FLOAT,,,None,Persistence,,,,,,,,,,,,,,,,,,,
lockResults/airArrival.csv,CrewDutyLeft,INT,,,None,,,,,,,,,,,,,,,,,,,,
lockResults/airArrival.csv,OnGroundTime,FLOAT,,,None,Persistence,,,,,,,,,,,,,,,,,,,
lockResults/airArrival.csv,ServiceTime,INT,,,None,,,,,,,,,,,,,,,,,,,,
lockResults/airArrival.csv,ScheduleDelay,INT,,,None,,,,,,,,,,,,,,,,,,,,
lockResults/airArrival.csv,CrewRestTime,INT,,,None,,,,,,,,,,,,,,,,,,,,
lockResults/airArrival.csv,FuelAmount,INT,,,None,Persistence,,,,,,,,,,,,,,,,,,,
lockResults/airArrival.csv,ChannelMissionId,STRING,,,None,Persistence,,,,,,,,,,,,,,,,,,,
lockResults/airArrival.csv,ReconfigureTime,INT,,,None,,,,,,,,,,,,,,,,,,,,
lockResults/airArrivalManifest.csv,Model,STRING,,,None,Persistence,,,,,,,,,,,,,,,,,,,
lockResults/airArrivalManifest.csv,FedTime,FLOAT,,,None,Persistence,,,,,,,,,,,,,,,,,,,
lockResults/airArrivalManifest.csv,ArrivalTime,FLOAT,,,None,Persistence,,,,,,,,,,,,,,,,,,,
lockResults/airArrivalManifest.csv,CargoID,STRING,,,None,Persistence,,,,,,,,,,,,,,,,,,,y
lockResults/airArrivalManifest.csv,NumItems,INT,,,None,Persistence,,,,,,,,,,,,,,,,,,,
lockResults/airArrivalManifest.csv,Amount,FLOAT,,,None,Persistence,,,,,,,,,,,,,,,,,,,
lockResults/airArrivalManifest.csv,CargoType,STRING,,,None,Persistence,,,,,,,,,,,,,,,,,,,
lockResults/airArrivalManifest.csv,CCC,STRING,,,None,Persistence,,,,,,,,,,,,,,,,,,,
lockResults/airArrivalManifest.csv,RLN,STRING,,,None,Persistence,,,,,,,,,,,,,,,,,,,
lockResults/airArrivalManifest.csv,MissionID,STRING,,,None,Persistence,,,,,,,,,,,,,,,,,,,y
lockResults/airArrivalManifest.csv,AssetID,STRING,,,None,Persistence,,,,,,,,,,,,,,,,,,,
lockResults/airArrivalManifest.csv,FromPurpose,STRING,,,None,Persistence,,,,,,,,,,,,,,,,,,,
lockResults/airArrivalManifest.csv,FromLocationType,STRING,,,None,Persistence,,,,,,,,,,,,,,,,,,,
lockResults/airArrivalManifest.csv,ToPurpose,STRING,,,None,Persistence,,,,,,,,,,,,,,,,,,,
lockResults/airArrivalManifest.csv,ToLocationType,STRING,,,None,Persistence,,,,,,,,,,,,,,,,,,,
lockResults/airArrivalManifest.csv,DynamicPOD,STRING,,,None,Persistence,,,,,,,,,,,,,,,,,,,
lockResults/airArrivalManifest.csv,Hot,BOOLEAN,,,None,Persistence,,,,,,,,,,,,,,,,,,,
lockResults/airArrivalManifest.csv,OnloadGeoloc,STRING,,,None,Persistence,,,,,,,,,,,,,,,,,,,
lockResults/airArrivalManifest.csv,DepartTime,FLOAT,,,None,Persistence,,,,,,,,,,,,,,,,,,,
lockResults/airArrivalManifest.csv,OffloadGeoloc,STRING,,,None,Persistence,,,,,,,,,,,,,,,,,,,
lockResults/airArrivalManifest.csv,Decontaminatable,BOOLEAN,,,None,Persistence,,,,,,,,,,,,,,,,,,,
lockResults/airArrivalManifest.csv,Consolidated,BOOLEAN,,,None,,,,,,,,,,,,,,,,,,,,
lockResults/airDeparture.csv,Model,STRING,,,None,Persistence,,,,,,,,,,,,,,,,,,,
lockResults/airDeparture.csv,FedTime,FLOAT,,,None,Persistence,,,,,,,,,,,,,,,,,,,
lockResults/airDeparture.csv,AssetID,STRING,,,None,Persistence,,,,,,,,,,,,,,,,,,,
lockResults/airDeparture.csv,AssetType,STRING,,,None,Persistence,,,,,,,,,,,,,,,,,,,
lockResults/airDeparture.csv,FromLocation,STRING,,,None,Persistence,,,,,,,,,,,,,,,,,,,
lockResults/airDeparture.csv,RampName,STRING,,,None,Persistence,,,,,,,,,,,,,,,,,,,
lockResults/airDeparture.csv,FromTime,FLOAT,,,None,Persistence,,,,,,,,,,,,,,,,,,,
lockResults/airDeparture.csv,MissionID,STRING,,,None,Persistence,,,,,,,,,,,,,,,,,,,y
lockResults/airDeparture.csv,Mode,STRING,,,None,Persistence,,,,,,,,,,,,,,,,,,,
lockResults/airDeparture.csv,ToLocation,STRING,,,None,Persistence,,,,,,,,,,,,,,,,,,,
lockResults/airDeparture.csv,ToTime,FLOAT,,,None,Persistence,,,,,,,,,,,,,,,,,,,
lockResults/airDeparture.csv,CrewDutyLeft,INT,,,None,,,,,,,,,,,,,,,,,,,,
lockResults/airDeparture.csv,CrewStatus,STRING,,,None,,,,,,,,,,,,,,,,,,,,
lockResults/airDeparture.csv,GroundDelay,INT,,,None,Persistence,,,,,,,,,,,,,,,,,,,
lockResults/airDeparture.csv,FuelAmount,INT,,,None,Persistence,,,,,,,,,,,,,,,,,,,
lockResults/airDeparture.csv,ChannelMissionId,STRING,,,None,Persistence,,,,,,,,,,,,,,,,,,,
lockResults/airDeparture.csv,ConfigurationChange,BOOLEAN,,,None,,,,,,,,,,,,,,,,,,,,
lockResults/airDeparture.csv,ReconfigureTime,INT,,,None,,,,,,,,,,,,,,,,,,,,
lockResults/airMissionStart.csv,Model,STRING,,,None,,,,,,,,,,,,,,,,,,,,
lockResults/airMissionStart.csv,FedTime,STRING,,,None,,,,,,,,,,,,,,,,,,,,
lockResults/airMissionStart.csv,RoundTripID,STRING,,,None,,,,,,,,,,,,,,,,,,,,
lockResults/airMissionStart.csv,MissionID,STRING,,,None,,,,,,,,,,,,,,,,,,,,
lockResults/airMissionStart.csv,AssetID,STRING,,,None,,,,,,,,,,,,,,,,,,,,
lockResults/airMissionStart.csv,StartTime,STRING,,,None,,,,,,,,,,,,,,,,,,,,
lockResults/lockedCargo.csv,MissionId,STRING,,,None,Persistence,,,,,,,,,,,,,,,,,,,y
lockResults/lockedCargo.csv,Requirement,STRING,,,None,Persistence,,,,,,,,,,,,,,,,,,,y
lockResults/lockedMissions.csv,MissionId,STRING,,,None,Persistence,,,,,,,,,,,,,,,,,,,y
lockResults/lockedMissions.csv,AircraftType,STRING,,,None,Persistence,,,,,,,,,,,,,,,,,,,
lockResults/lockedMissions.csv,ShellLocked,STRING,,,None,Persistence,,,,,,,,,,,,,,,,,,,
lockResults/lockedMissions.csv,AllowOpportunityCargo,STRING,,,None,Persistence,,,,,,,,,,,,,,,,,,,
lockResults/lockedMissions.csv,OriginalLock,STRING,,,None,Persistence,,,,,,,,,,,,,,,,,,,
lockResults/sequenceNumbers.csv,AcType,STRING,,,None,Persistence,,,,,,,,,,,,,,,,,,,y
lockResults/sequenceNumbers.csv,Count,INT,,,None,Persistence,,,,,,,,,,,,,,,,,,,
mpfd/airports.csv,AirportName,STRING,,YES,None,Airlift,,,,,,,,,,,,,,,,,,,
mpfd/airports.csv,GeolocCode,STRING,,YES,None,Airlift,,,,,,4,,,,,,,,,,,,,y
mpfd/airports.csv,FuelOrg,STRING,,YES,None,Airlift,,,,,,,,,,,,,,,,,,,
mpfd/airports.csv,Enroute,STRING,,YES,None,Airlift,,,,,,,,,,,,,,,,,,,
mpfd/airports.csv,Active,BOOLEAN,,YES,None,Airlift,,,,,,,,,,,,,,,,,,,
mpfd/airports.csv,DirectDelivery,BOOLEAN,,YES,None,Airlift,,,,,,,,,,,,,,,,,,,
mpfd/airports.csv,MilitaryGateway,BOOLEAN,,YES,None,Airlift,,,,,,,,,,,,,,,,,,,
mpfd/airports.csv,CRAFGateway,BOOLEAN,,YES,None,Airlift,,,,,,,,,,,,,,,,,,,
mpfd/airports.csv,Recovery,BOOLEAN,,YES,None,Airlift,,,,,,,,,,,,,,,,,,,
mpfd/airports.csv,MOGConstrained,BOOLEAN,,YES,None,Airlift,,,,,,,,,,,,,,,,,,,
mpfd/airports.csv,PrimaryRecoveryBase,STRING,,YES,None,Airlift,,,,,,,,,,,,,,,,,,,
mpfd/airports.csv,CargoCapacity,INT,,YES,None,Airlift,,,,,,,,,,,,,,,,,,,
mpfd/airports.csv,FuelStorageCapacity,INT,,YES,None,Airlift,,,,,,,,,,,,,,,,,,,
mpfd/airports.csv,PaxCapacity,INT,,YES,None,Airlift,,,,,,,,,,,,,,,,,,,
mpfd/airports.csv,FuelSupply,INT,,YES,None,Airlift,,,,,,,,,,,,,,,,,,,
mpfd/airports.csv,HoursPerDay,FLOAT,,YES,None,Airlift,,,,,,,,,,,,,,,,,,,
mpfd/berthGroups.csv,SeaportName,STRING,,YES,None,Sealift,,,,,,,,,,,,,,,,,,,
mpfd/berthGroups.csv,Name,STRING,,YES,None,Sealift,,,,,,,,,,,,,,,,,,,y
mpfd/berthGroups.csv,Geoloc,STRING,,YES,None,Sealift,,,,,,,,,,,,,,,,,,,y
mpfd/berthGroups.csv,Type,STRING,,YES,None,Sealift,,,,,,,,,,,,,,,,,,,
mpfd/berthGroups.csv,Seq,INT,,YES,None,Sealift,,,,,,,,,,,,,,,,,,,
mpfd/berthGroups.csv,Description,STRING,,YES,None,Sealift,,,,,,,,,,,,,,,,,,,
mpfd/berthGroups.csv,Active,BOOLEAN,,YES,None,Sealift,,,,,,,,,,,,,,,,,,,
mpfd/berthGroups.csv,AvailableDate,INT,,YES,None,Sealift,,,,,,,,,,,,,,,,,,,
mpfd/berthGroups.csv,MaxDraft,INT,,YES,None,Sealift,,,,,,,,,,,,,,,,,,,
mpfd/berthGroups.csv,Length,INT,,YES,None,Sealift,,,,,,,,,,,,,,,,,,,
mpfd/berthGroups.csv,Capacity,INT,,YES,None,Sealift,,,,,,,,,,,,,,,,,,,
mpfd/mog.csv,AirportName,STRING,,YES,None,Airlift,,,,,,,,,,,,,,,,,,,
mpfd/mog.csv,Geoloc,STRING,,YES,None,Airlift,,,,,,,,,,,,,,,,,,,y
mpfd/mog.csv,RampName,STRING,,YES,None,Airlift,,,,,,,,,,,,,,,,,,,y
mpfd/mog.csv,ParkingSmall,INT,,YES,None,Airlift,,,,,,,,,,,,,,,,,,,
mpfd/mog.csv,ParkingNarrow,INT,,YES,None,Airlift,,,,,,,,,,,,,,,,,,,
mpfd/mog.csv,ParkingWide,INT,,YES,None,Airlift,,,,,,,,,,,,,,,,,,,
mpfd/mog.csv,WorkingSmall,INT,,YES,None,Airlift,,,,,,,,,,,,,,,,,,,
mpfd/mog.csv,WorkingNarrow,INT,,YES,None,Airlift,,,,,,,,,,,,,,,,,,,
mpfd/mog.csv,WorkingWide,INT,,YES,None,Airlift,,,,,,,,,,,,,,,,,,,
mpfd/mog.csv,ContingencySmall,INT,,YES,None,Airlift,,,,,,,,,,,,,,,,,,,
mpfd/mog.csv,ContingencyNarrow,INT,,YES,None,Airlift,,,,,,,,,,,,,,,,,,,
mpfd/mog.csv,ContingencyWide,INT,,YES,None,Airlift,,,,,,,,,,,,,,,,,,,
mpfd/seaports.csv,SeaportName,STRING,,YES,None,Sealift,,,,,,,,,,,,,,,,,,,
mpfd/seaports.csv,GeolocCode,STRING,,YES,None,Sealift,,,,,,,,,,,,,,,,,,,y
mpfd/seaports.csv,MaxDraft,INT,,YES,None,Sealift,,,,,,,,,,,,,,,,,,,
mpfd/seaports.csv,MaxQueue,INT,,YES,None,Sealift,,,,,,,,,,,,,,,,,,,
mpfd/seaports.csv,Active,BOOLEAN,,YES,None,Sealift,,,,,,,,,,,,,,,,,,,
mpfd/seaports.csv,Constrained,BOOLEAN,,YES,None,Sealift,,,,,,,,,,,,,,,,,,,
mpfd/seaports.csv,Ocean,BOOLEAN,,YES,None,Sealift,,,,,,,,,,,,,,,,,,,
mpfd/seaports.csv,Bunkering,BOOLEAN,,YES,None,Sealift,,,,,,,,,,,,,,,,,,,
mpfd/seaports.csv,DryCap,INT,,YES,None,Sealift,,,,,,,,,,,,,,,,,,,
mpfd/seaports.csv,AmmoCap,INT,,YES,None,Sealift,,,,,,,,,,,,,,,,,,,
mpfd/seaports.csv,PolCap,INT,,YES,None,Sealift,,,,,,,,,,,,,,,,,,,
mpfd/seaports.csv,PolStorageCap,INT,,YES,None,Sealift,,,,,,,,,,,,,,,,,,,
mpfd/seaports.csv,PrimaryAirport,STRING,,YES,None,Sealift,,,,,,,,,,,,,,,,,,,
network/*/Geoloc.csv,GEOLOC_CODE,STRING,,,None,Surface,ampdom.network.location.Location,Location GEOLOC Code,,,,4,,,,,,,,,,,,,y
network/*/Geoloc.csv,PORT_NAME,STRING,,,None,Surface,ampdom.network.location.Location,Location Name,,,,,,,,,,,,,,,,,
network/*/Geoloc.csv,ELEVATION,STRING,,,None,Surface,ampdom.network.location.Location,Elevation (in meters) from sea level of the instance.,,,,,,,,,,,,,,,,,
network/*/Geoloc.csv,RAIL_INTERSECTION,STRING,,,None,Surface,ampdom.network.location.Location,No longer used,,,,,,,,,,,,,,,,,
network/*/Geoloc.csv,ROAD_INTERSECTION,STRING,,,None,Surface,ampdom.network.location.Location,No longer used,,,,,,,,,,,,,,,,,
network/*/Geoloc.csv,HEIGHTLIMIT,STRING,,,None,Surface,ampdom.network.location.Location,Maximum Vehicle Height that can enter/cross this instance.,,,,,,,,,,,,,,,,,
network/*/Geoloc.csv,MLCLIMIT,STRING,,,None,Surface,ampdom.network.location.Location,Maximum Military Load Class vehicle that can enter/cross this instance.,,,,,,,,,,,,,,,,,
network/*/Geoloc.csv,WEIGHTLIMIT,STRING,,,None,Surface,ampdom.network.location.Location,Weight Limit for this instance in terms of gross vehicle weight.,,,,,,,,,,,,,,,,,
network/*/Geoloc.csv,WIDTHLIMIT,STRING,,,None,Surface,ampdom.network.location.Location,Maximum Vehicle Width that can enter/cross this instance.,,,,,,,,,,,,,,,,,
network/*/Geoloc.csv,CNTNR_STAC,STRING,,,None,Surface,ampdom.network.location.Location,How high containers can be stacked. Defaults to 2. Affects storage area usage for containers.,,,,,,,,,,,,,,,,,
network/*/Geoloc.csv,DOCUMENTATION,STRING,,,None,Surface,ampdom.network.location.Location,Location Throughput Value,,,,,,,,,,,,,,,,,
network/*/Geoloc.csv,TOT_AREA_SQFT,FLOAT,,,None,Surface,ampdom.network.location.Location,Total Storage Area,,,,,,,,,,,,,,,,,
network/*/Geoloc.csv,HELOMOG,STRING,,,None,Surface,ampdom.network.location.Location,Maximum number of helicopters that can be serviced at once,,,,,,,,,,,,,,,,,
network/*/Geoloc.csv,HOURSOFOPEND,STRING,,,None,Surface,ampdom.network.location.Location,Seport Hours of Operation End,,,,,,,,,,,,,,,,,
network/*/Geoloc.csv,HOURSOFOPSTART,STRING,,,None,Surface,ampdom.network.location.Location,Seaport Hours of Operation Start,,,,,,,,,,,,,,,,,
network/*/Geoloc.csv,MAXRAILCARSATNODE,STRING,,,None,Surface,ampdom.network.location.Location,The maximum number of railcars that can be at the location at any given time.,,,,,,,,,,,,,,,,,
network/*/Geoloc.csv,PAXSTORAGE,STRING,,,None,Surface,ampdom.network.location.Location,The amount of people able to be supported at this location.,,,,,,,,,,,,,,,,,
network/*/Geoloc.csv,POLSTORAGE,STRING,,,None,Surface,ampdom.network.location.Location,The amount of bulk POL products abe to be stored at this location.,,,,,,,,,,,,,,,,,
network/*/Geoloc.csv,RAILCLEARANCE,STRING,,,None,Surface,ampdom.network.location.Location,The number of railcars that can clear this instance in a given time period.,,,,,,,,,,,,,,,,,
network/*/Geoloc.csv,RAILMAXLOADED,STRING,,,None,Surface,ampdom.network.location.Location,The maximum number of railcars holding cargo for outload at any given time.,,,,,,,,,,,,,,,,,
network/*/Geoloc.csv,ROADCONVOYCLEARANCE,STRING,,,None,Surface,ampdom.network.location.Location,The number of Military Self-deployed vehicles that can clear this instance in a given time period.,,,,,,,,,,,,,,,,,
network/*/Geoloc.csv,ROADMAXLOADED,STRING,,,None,Surface,ampdom.network.location.Location,The maximum number of vehicles holding cargo for outload at any given time.,,,,,,,,,,,,,,,,,
network/*/Geoloc.csv,STAGINGAREA,STRING,,,None,Surface,ampdom.network.location.Location,Name of the node that will be used as a Staging Area for this location.,,,,,,,,,,,,,,,,,
network/*/Geoloc.csv,THEATERSTAGINGBASE,STRING,,,None,Surface,ampdom.network.location.Location,Name of the node that will be used as a Theater Staging Base for this location.,,,,,,,,,,,,,,,,,
network/*/Geoloc.csv,CONTLIFTSONOFFRAIL,STRING,,,None,Surface,ampdom.network.location.Location,The number of lifts required to put a container on or off a railcar.,,,,,,,,,,,,,,,,,
network/*/Geoloc.csv,RAILBBINFONOFF,STRING,,,None,Surface,ampdom.network.location.Location,The number of railcars that can be loaded with BreakBulk cargo in a given time period,,,,,,,,,,,,,,,,,
network/*/Geoloc.csv,RAILBBMHEONOFF,STRING,,,None,Surface,ampdom.network.location.Location,The number of railcars that can be loaded with BreakBulk cargo in a given time period,,,,,,,,,,,,,,,,,
network/*/Geoloc.csv,RAILBBPERONOFF,STRING,,,None,Surface,ampdom.network.location.Location,The number of railcars that can be loaded with BreakBulk cargo in a given time period,,,,,,,,,,,,,,,,,
network/*/Geoloc.csv,RAILCONTMHEONOFF,STRING,,,None,Surface,ampdom.network.location.Location,The number of containers that MHE can on or offload to Railcars in a day,,,,,,,,,,,,,,,,,
network/*/Geoloc.csv,RAILCONTONOFF,STRING,,,None,Surface,ampdom.network.location.Location,The number of containers that infrastructure can on or offload to railcars in a day,,,,,,,,,,,,,,,,,
network/*/Geoloc.csv,RAILCONTPERSONOFF,STRING,,,None,Surface,ampdom.network.location.Location,The number of containers that personnel can on or offload to Railcars in a day,,,,,,,,,,,,,,,,,
network/*/Geoloc.csv,RAILPOLINFONOFF,STRING,,,None,Surface,ampdom.network.location.Location,The number of railcars that can be loaded with Bulk POL products in a given time period,,,,,,,,,,,,,,,,,
network/*/Geoloc.csv,RAILPOLPERONOFF,STRING,,,None,Surface,ampdom.network.location.Location,The number of railcars that can be loaded with Bulk POL products in a given time period,,,,,,,,,,,,,,,,,
network/*/Geoloc.csv,RAILRORINFONOFF,STRING,,,None,Surface,ampdom.network.location.Location,The number of railcars that can be loaded with RollOn/RollOff cargo in a given time period,,,,,,,,,,,,,,,,,
network/*/Geoloc.csv,RAILRORPERONOFF,STRING,,,None,Surface,ampdom.network.location.Location,The number of railcars that can be loaded with RollOn/RollOff cargo in a given time period,,,,,,,,,,,,,,,,,
network/*/Geoloc.csv,RAILTOTALONOFF,STRING,,,None,Surface,ampdom.network.location.Location,The TOTAL number of railcars that can be loaded in a given time period,,,,,,,,,,,,,,,,,
network/*/Geoloc.csv,RAILCARENTRYQCAP,STRING,,,None,Surface,ampdom.network.location.Location,Approximate maximum size of queue of railcars waiting to enter node,,,,,,,,,,,,,,,,,
network/*/Geoloc.csv,ROADBBINFONOFF,STRING,,,None,Surface,ampdom.network.location.Location,The number of vehicles that can be loaded with Breakbulk cargo in a given time period,,,,,,,,,,,,,,,,,
network/*/Geoloc.csv,ROADBBMHEONOFF,STRING,,,None,Surface,ampdom.network.location.Location,The number of vehicles that can be loaded with Breakbulk cargo in a given time period,,,,,,,,,,,,,,,,,
network/*/Geoloc.csv,ROADBBPERONOFF,STRING,,,None,Surface,ampdom.network.location.Location,The number of vehicles that can be loaded with Breakbulk cargo in a given time period,,,,,,,,,,,,,,,,,
network/*/Geoloc.csv,ROADCONTMHEONOFF,STRING,,,None,Surface,ampdom.network.location.Location,The number of containers that MHE can on or offload to Road vehicles in a day,,,,,,,,,,,,,,,,,
network/*/Geoloc.csv,ROADCONTPERSONOFF,STRING,,,None,Surface,ampdom.network.location.Location,The number of containers that personnel can on or offload to Road vehicles in a day,,,,,,,,,,,,,,,,,
network/*/Geoloc.csv,ROADPOLINFONOFF,STRING,,,None,Surface,ampdom.network.location.Location,The number of vehicles that can be loaded with Bulk POL in a given time period,,,,,,,,,,,,,,,,,
network/*/Geoloc.csv,ROADPOLPERONOFF,STRING,,,None,Surface,ampdom.network.location.Location,The number of vehicles that can be loaded with Bulk POL in a given time period,,,,,,,,,,,,,,,,,
network/*/Geoloc.csv,ROADRORINFONOFF,STRING,,,None,Surface,ampdom.network.location.Location,The number of vehicles that can be loaded with RollOn/RollOff cargo in a given time period,,,,,,,,,,,,,,,,,
network/*/Geoloc.csv,ROADRORPERONOFF,STRING,,,None,Surface,ampdom.network.location.Location,The number of vehicles that can be loaded with RollOn/RollOff cargo in a given time period,,,,,,,,,,,,,,,,,
network/*/Geoloc.csv,VEHICLEENTRYQCAP,STRING,,,None,Surface,ampdom.network.location.Location,Approximate maximum size of queue of roadvehicles waiting to enter node,,,,,,,,,,,,,,,,,
network/*/Geoloc.csv,ICONNAME,STRING,,,None,Surface,ampdom.network.location.Location,Name of the Icon to be displayed on the map.,,,,,,,,,,,,,,,,,
