Name,DepOrd Day,Locked,Rln Scope,Goal,GoalDate,Split,Retrograde,Total STons,PAX,POL,Num Pallets,Num Containers,Commodity,Commodity Index,Service,Split RLN Code,Cargo Category Code,Parent Unit Code,Unit Name,Description,TPSN,Vehicle Name,Vehicle Count,Brigade Key,UTC,UIC,First FM,RLD,Origin,Planning Origin,Planning Origin Penalty,Air ALD,Sea ALD,ALD,APOE,SPOE,TPFDD POE,SIL,SIL Mode,SIL Delay,EAD,LAD,PAX Strat Mode,Cargo Strat Mode,Dep Means,APOD,SPOD,TPFDD POD,RDD,Destination,Theater,Operation,FM List,Organization,Next Rln,MaxSched Day,Bulk STons,Oversize STons,Outsize STons,Rln Priority,Tpfdd Priority
1:03AUP,0,NO,STRAT,DST,34,NO,NO,.0,633,0,0,0,ARMOR,6,ARMY,1:03AU,"",,"","TANK BATTALION, EQ/W, M6O",00001,,0,CTK,2JTTT,"",CTK,2,HFTZ,HFTZ,0,30,0,30,UHGN,"",UHGN,"",NONE,0,28,33,Air,NONE,0,JEAH,"",JEAH,34,JEAH,Tunisia,THEATER1,"",JERBA-ZARZIS,"",9999,0,0,0,2147483647,9999
1:04DDC,0,NO,STRAT,DST,24,NO,NO,1853.0,0,0,0,1,CSS-OTHER,22,ARMY,1:04DD,"",,"",T MDM TRK CO 40 FT CNR/CG,35690,,0,TMD,UL444,"",TMD,0,HJVH,HJVH,0,0,14,14,GAMH,ZBES,ZBES,"",NONE,0,20,23,NONE,Water,0,"",HNTS,HNTS,24,HNTM,Tunisia,THEATER1,"",GABES (HNTM),"",9999,1853,1853,1853,2147483647,9999
1:04DDP,0,NO,STRAT,DST,24,NO,NO,.0,169,0,0,0,CSS-OTHER,22,ARMY,1:04DD,"",,"",T MDM TRK CO 40 FT CNR/CG,35690,,0,TMD,UL444,"",TMD,0,HJVH,HJVH,0,20,0,20,GAMH,"",GAMH,"",NONE,0,20,23,Air,NONE,0,HNTK,"",HNTK,24,HNTM,Tunisia,THEATER1,"",GABES (HNTM),"",9999,0,0,0,2147483647,9999
1:0DAAC,0,NO,STRAT,DST,30,NO,NO,146.7,0,0,0,2,CSS-SUPPLY,20,ARMY,1:0DAA,"",,"",HHC PSYOP BATTALION,34319,,0,PSY,PHNEE,"",PSY,0,HCTL,HCTL,0,0,16,16,TMKH,DKSD,DKSD,"",NONE,0,24,28,NONE,Water,0,"",HNTS,HNTS,30,HPBF,Tunisia,THEATER1,"",GAFSA,"",9999,146.70001,146.70001,146.70001,2147483647,9999
1:0DAAP,0,NO,STRAT,DST,30,NO,NO,.0,100,0,0,0,CSS-SUPPLY,20,ARMY,1:0DAA,"",,"",HHC PSYOP BATTALION,34319,,0,PSY,PHNEE,"",PSY,0,HCTL,HCTL,0,24,0,24,TMKH,"",TMKH,"",NONE,0,24,28,Air,NONE,0,HNTK,"",HNTK,30,HPBF,Tunisia,THEATER1,"",GAFSA,"",9999,0,0,0,2147483647,9999
1:0DBBC,0,NO,STRAT,DST,30,NO,NO,204.9,0,0,0,1,CSS-SUPPLY,20,ARMY,1:0DBB,"",,"",PSYOP OPNL SPT COMPANY,34363,,0,PSY,PKNEE,"",PSY,0,HCTL,HCTL,0,0,16,16,TMKH,QTUP,QTUP,"",NONE,0,24,28,NONE,Water,0,"",HNTS,HNTS,30,HPBF,Tunisia,THEATER1,"",GAFSA,"",9999,204.90001,204.90001,204.90001,2147483647,9999
1:0DBBP,0,NO,STRAT,DST,30,NO,NO,.0,110,0,0,0,CSS-SUPPLY,20,ARMY,1:0DBB,"",,"",PSYOP OPNL SPT COMPANY,34363,,0,PSY,PKNEE,"",PSY,0,HCTL,HCTL,0,24,0,24,TMKH,"",TMKH,"",NONE,0,24,28,Air,NONE,0,HNTK,"",HNTK,30,HPBF,Tunisia,THEATER1,"",GAFSA,"",9999,0,0,0,2147483647,9999
1:0DBCC,0,NO,STRAT,DST,30,NO,NO,204.9,0,0,0,1,CSS-SUPPLY,20,ARMY,1:0DBC,"",,"",PSYOP OPNL SPT COMPANY,34363,,0,PSY,PKNEE,"",PSY,0,HCTL,HCTL,0,0,15,15,TMKH,DKSD,DKSD,"",NONE,0,24,28,NONE,Water,0,"",HNTS,HNTS,30,HPBF,Tunisia,THEATER1,"",GAFSA,"",9999,204.90001,204.90001,204.90001,2147483647,9999
1:0DBCP,0,NO,STRAT,DST,30,NO,NO,.0,110,0,0,0,CSS-SUPPLY,20,ARMY,1:0DBC,"",,"",PSYOP OPNL SPT COMPANY,34363,,0,PSY,PKNEE,"",PSY,0,HCTL,HCTL,0,24,0,24,TMKH,"",TMKH,"",NONE,0,24,28,Air,NONE,0,HNTK,"",HNTK,30,HPBF,Tunisia,THEATER1,"",GAFSA,"",9999,0,0,0,2147483647,9999
1:0DBDC,0,NO,STRAT,DST,30,NO,NO,237.9,0,0,0,3,CSS-SUPPLY,20,ARMY,1:0DBD,"",,"",PSYOP STRAT DISSEM CO,34364,,0,PSY,PCMEE,"",PSY,0,HCTL,HCTL,0,0,15,15,TMKH,DKSD,DKSD,"",NONE,0,24,28,NONE,Water,0,"",HNTS,HNTS,30,HPBF,Tunisia,THEATER1,"",GAFSA,"",9999,237.90001,237.90001,237.90001,2147483647,9999
1:0DBDP,0,NO,STRAT,DST,30,NO,NO,.0,118,0,0,0,CSS-SUPPLY,20,ARMY,1:0DBD,"",,"",PSYOP STRAT DISSEM CO,34364,,0,PSY,PCMEE,"",PSY,0,HCTL,HCTL,0,24,0,24,TMKH,"",TMKH,"",NONE,0,24,28,Air,NONE,0,HNTK,"",HNTK,30,HPBF,Tunisia,THEATER1,"",GAFSA,"",9999,0,0,0,2147483647,9999
1:0EBFC,0,NO,STRAT,DST,32,NO,NO,519.3,0,0,0,3,CSS-OTHER,22,ARMY,1:0EBF,"",,"","ENGR CO, PIPELINE CONST",31497,,0,ELW,4AAAD,"",ELW,0,HGSH,HGSH,0,0,15,15,YWHG,DKSD,DKSD,"",NONE,0,22,30,NONE,Water,0,"",HNTS,HNTS,32,HPBF,Tunisia,THEATER1,"",GAFSA,"",9999,519.3,519.3,519.3,2147483647,9999
1:0EBFP,0,NO,STRAT,DST,32,NO,NO,.0,181,0,0,0,CSS-OTHER,22,ARMY,1:0EBF,"",,"","ENGR CO, PIPELINE CONST",31497,,0,ELW,4AAAD,"",ELW,0,HGSH,HGSH,0,22,0,22,YWHG,"",YWHG,"",NONE,0,22,25,Air,NONE,0,HNTK,"",HNTK,32,HPBF,Tunisia,THEATER1,"",GAFSA,"",9999,0,0,0,2147483647,9999
1:0EBQC,0,NO,STRAT,DST,32,NO,NO,2487.2,0,0,0,2,CS-OTHER,16,ARMY,1:0EBQ,"",,"","ENGR CBT BN, CORPS",21353,,0,ENP,48AAT,"",ENP,0,HJVH,HJVH,0,0,15,15,GAMH,DKSD,DKSD,"",NONE,0,22,30,NONE,Water,0,"",HNTS,HNTS,32,HPBF,Tunisia,THEATER1,"",GAFSA,"",9999,2487.1997,2487.1997,2487.1997,2147483647,9999
1:0EBQP,0,NO,STRAT,DST,32,NO,NO,.0,784,0,0,0,CS-OTHER,16,ARMY,1:0EBQ,"",,"","ENGR CBT BN, CORPS",21353,,0,ENP,48AAT,"",ENP,0,HJVH,HJVH,0,22,0,22,GAMH,"",GAMH,"",NONE,0,22,30,Air,NONE,0,HNTK,"",HNTK,32,HPBF,Tunisia,THEATER1,"",GAFSA,"",9999,0,0,0,2147483647,9999
1:0EBRC,0,NO,STRAT,DST,32,NO,NO,2487.2,0,0,0,2,CS-OTHER,16,ARMY,1:0EBR,"",,"","ENGR CBT BN, CORPS",21353,,0,ELW,48AAT,"",ELW,0,HGSH,HGSH,0,0,15,15,YWHG,DKSD,DKSD,"",NONE,0,22,30,NONE,Water,0,"",HNTS,HNTS,32,HPBF,Tunisia,THEATER1,"",GAFSA,"",9999,2487.1997,2487.1997,2487.1997,2147483647,9999
1:0EBRP,0,NO,STRAT,DST,32,NO,NO,.0,739,0,0,0,CS-OTHER,16,ARMY,1:0EBR,"",,"","ENGR CBT BN, CORPS",21353,,0,ELW,48AAT,"",ELW,0,HGSH,HGSH,0,22,0,22,YWHG,"",YWHG,"",NONE,0,22,25,Air,NONE,0,HNTK,"",HNTK,32,HPBF,Tunisia,THEATER1,"",GAFSA,"",9999,0,0,0,2147483647,9999
1:0EGBC,0,NO,STRAT,DST,36,NO,NO,1534.9,0,0,0,6,CSS-OTHER,22,ARMY,1:0EGB,"",,"","ENGR CO, LIGHT EQUIP, ABN",,,0,ABN,4M222,"",ABN,9,HCTL,HCTL,0,0,14,14,TMKH,JTVH,JTVH,"",NONE,0,30,34,NONE,Water,0,"",VKNP,VKNP,36,WSVC,Tunisia,THEATER1,"",TEBESSA,"",9999,1534.8999,1534.8999,1534.8999,2147483647,9999
1:0EGBP,0,NO,STRAT,DST,36,NO,NO,.0,176,0,0,0,CSS-OTHER,22,ARMY,1:0EGB,"",,"","ENGR CO, LIGHT EQUIP, ABN",,,0,ABN,4M222,"",ABN,9,HCTL,HCTL,0,31,0,31,TMKH,"",TMKH,"",NONE,0,30,32,Air,NONE,0,FUQN,"",FUQN,36,WSVC,Tunisia,THEATER1,"",TEBESSA,"",9999,0,0,0,2147483647,9999
1:0HBGC,0,NO,STRAT,DST,22,NO,NO,1287.8,0,0,0,1,CSS-OTHER,22,ARMY,,"",,"",TRANS MED WATERCRAFT CO,,,0,H20,UKBNN,"",H20,0,HCTL,HCTL,0,0,14,14,TMKH,QTUP,QTUP,"",NONE,0,20,22,NONE,Water,50,"",APFD,APFD,22,APFD,Tunisia,THEATER1,"",GABES (HNTS),"",9999,1287.8,1287.8,1287.8,2147483647,9999
1:0HEDC,0,NO,STRAT,DST,24,NO,NO,1853.0,0,0,0,1,CSS-OTHER,22,ARMY,1:0HED,"",,"",T MDM TRK CO 40 FT CNR/CG,35690,,0,TMD,UL444,"",TMD,0,HCML,HCML,0,0,14,14,PNQS,QTUP,QTUP,"",NONE,0,20,23,NONE,Water,0,"",HNTS,HNTS,24,HNTM,Tunisia,THEATER1,"",GABES (HNTM),"",9999,1853,1853,1853,2147483647,9999
1:0HEDP,0,NO,STRAT,DST,24,NO,NO,.0,169,0,0,0,CSS-OTHER,22,ARMY,1:0HED,"",,"",T MDM TRK CO 40 FT CNR/CG,35690,,0,TMD,UL444,"",TMD,0,HCML,HCML,0,20,0,20,PNQS,"",PNQS,"",NONE,0,20,23,Air,NONE,0,HNTK,"",HNTK,24,HNTM,Tunisia,THEATER1,"",GABES (HNTM),"",9999,0,0,0,2147483647,9999
1:0HEEC,0,NO,STRAT,DST,22,NO,NO,1163.5,0,0,0,1,CSS-OTHER,22,ARMY,1:0HEE,"",,"",T MDM TRK CO 5000 GAL TAN,35692,,0,TPL,UBBNN,"",TPL,0,HCRL,HCRL,0,0,14,14,BPWZ,ZBES,ZBES,"",NONE,0,17,21,NONE,Water,0,"",HNTS,HNTS,22,HNTM,Tunisia,THEATER1,"",GABES (HNTM),"",9999,1163.4999,1163.4999,1163.4999,2147483647,9999
1:0HEEP,0,NO,STRAT,DST,22,NO,NO,.0,170,0,0,0,CSS-OTHER,22,ARMY,1:0HEE,"",,"",T MDM TRK CO 5000 GAL TAN,35692,,0,TPL,UBBNN,"",TPL,0,HCRL,HCRL,0,17,0,17,BPWZ,"",BPWZ,"",NONE,0,17,21,Air,NONE,0,HNTK,"",HNTK,22,HNTM,Tunisia,THEATER1,"",GABES (HNTM),"",9999,0,0,0,2147483647,9999
1:0HEHC,0,NO,STRAT,DST,24,NO,NO,1853.0,0,0,0,1,CSS-OTHER,22,ARMY,1:0HEH,"",,"",T MDM TRK CO 40 FT CNR/CG,35690,,0,TMD,UL444,"",TMD,0,HGBZ,HGBZ,0,0,14,14,DKFX,QTUP,QTUP,"",NONE,0,20,23,NONE,Water,0,"",HNTS,HNTS,24,HNTM,Tunisia,THEATER1,"",GABES (HNTM),"",9999,1853,1853,1853,2147483647,9999
1:0HEHP,0,NO,STRAT,DST,24,NO,NO,.0,169,0,0,0,CSS-OTHER,22,ARMY,1:0HEH,"",,"",T MDM TRK CO 40 FT CNR/CG,35690,,0,TMD,UL444,"",TMD,0,HGBZ,HGBZ,0,20,0,20,DKFX,"",DKFX,"",NONE,0,20,23,Air,NONE,0,HNTK,"",HNTK,24,HNTM,Tunisia,THEATER1,"",GABES (HNTM),"",9999,0,0,0,2147483647,9999
1:0HHD,0,NO,STRAT,DST,30,NO,NO,.0,100,0,0,0,CSS-SUPPLY,20,ARMY,,"",,"",HHC PSYOP BATTALION,34319,,0,PSY,PHNEE,"",PSY,0,HCTL,HCTL,0,26,0,26,TMKH,"",TMKH,"",NONE,0,26,28,Air,NONE,0,HNTK,"",HNTK,30,HPBF,Tunisia,THEATER1,"",GAFSA,"",9999,0,0,0,2147483647,9999
1:0HNBC,0,NO,STRAT,DST,24,NO,NO,967.6,0,0,0,1,CSS-OTHER,22,ARMY,1:0HNB,"",,"",TRANS LIGHT MDM TRUCK CO,35686,,0,TLT,U5BNN,"",TLT,0,HERT,HERT,0,0,14,14,MUHJ,QTUP,QTUP,"",NONE,0,20,23,NONE,Water,0,"",HNTS,HNTS,24,HNTM,Tunisia,THEATER1,"",GABES (HNTM),"",9999,967.6,967.6,967.6,2147483647,9999
1:0HNBP,0,NO,STRAT,DST,24,NO,NO,.0,109,0,0,0,CSS-OTHER,22,ARMY,1:0HNB,"",,"",TRANS LIGHT MDM TRUCK CO,35686,,0,TLT,U5BNN,"",TLT,0,HERT,HERT,0,20,0,20,MUHJ,"",MUHJ,"",NONE,0,20,23,Air,NONE,0,HNTK,"",HNTK,24,HNTM,Tunisia,THEATER1,"",GABES (HNTM),"",9999,0,0,0,2147483647,9999
1:0HVCC,0,NO,STRAT,DST,24,NO,NO,1853.0,0,0,0,1,CSS-OTHER,22,ARMY,1:0HVC,"",,"",T MDM TRK CO 40 FT CNR/CG,35690,,0,TMD,UL444,"",TMD,0,HKBN,HKBN,0,0,14,14,GUQE,QTUP,QTUP,"",NONE,0,20,23,NONE,Water,0,"",HNTS,HNTS,24,HNTM,Tunisia,THEATER1,"",GABES (HNTM),"",9999,1853,1853,1853,2147483647,9999
1:0HVCP,0,NO,STRAT,DST,24,NO,NO,.0,169,0,0,0,CSS-OTHER,22,ARMY,1:0HVC,"",,"",T MDM TRK CO 40 FT CNR/CG,35690,,0,TMD,UL444,"",TMD,0,HKBN,HKBN,0,20,0,20,GUQE,"",GUQE,"",NONE,0,20,23,Air,NONE,0,HNTK,"",HNTK,24,HNTM,Tunisia,THEATER1,"",GABES (HNTM),"",9999,0,0,0,2147483647,9999
1:0J1EC,0,NO,STRAT,DST,40,NO,NO,53.0,0,0,0,3,CSS-OTHER,22,ARMY,,"",,"",FINANCE SUPPORT UNIT,32020,,0,MON,S4322,"",MON,0,HKNN,HKNN,0,0,16,16,FNWZ,UTAC,UTAC,"",NONE,0,34,38,NONE,Water,0,"",HNTS,HNTS,40,HPBF,Tunisia,THEATER1,"",GAFSA,"",9999,53,53,53,2147483647,9999
1:0J1EP,0,NO,STRAT,DST,38,NO,NO,.0,66,0,0,0,CSS-OTHER,22,ARMY,,"",,"",FINANCE SUPPORT UNIT,32020,,0,MON,S4322,"",MON,0,HKNN,HKNN,0,34,0,34,FNWZ,"",FNWZ,"",NONE,0,34,38,Air,NONE,0,HNTK,"",HNTK,38,HPBF,Tunisia,THEATER1,"",GAFSA,"",9999,0,0,0,2147483647,9999
1:0JAAC,0,NO,STRAT,DST,22,NO,NO,1152.6,0,0,0,5,CSS-OTHER,22,ARMY,1:0JAA,"",,"",T MDM TRK CO 5000 GAL TAN,,,0,TPL,UBBNN,"",TPL,0,HDDL,HDDL,0,0,14,14,TDHV,ZBES,ZBES,"",NONE,0,17,21,NONE,Water,0,"",HNTS,HNTS,22,HNTM,Tunisia,THEATER1,"",GABES (HNTM),"",9999,1152.6,1152.6,1152.6,2147483647,9999
1:0JAAP,0,NO,STRAT,DST,22,NO,NO,.0,170,0,0,0,CSS-OTHER,22,ARMY,1:0JAA,"",,"",T MDM TRK CO 5000 GAL TAN,,,0,TPL,UBBNN,"",TPL,0,HDDL,HDDL,0,17,0,17,TDHV,"",TDHV,"",NONE,0,17,21,Air,NONE,0,HNTK,"",HNTK,22,HNTM,Tunisia,THEATER1,"",GABES (HNTM),"",9999,0,0,0,2147483647,9999
1:0JKBC,0,NO,STRAT,DST,22,NO,NO,1163.5,0,0,0,1,CSS-OTHER,22,ARMY,1:0JKB,"",,"",T MDM TRK CO 5000 GAL TAN,35692,,0,TPL,UBBNN,"",TPL,0,HEKP,HEKP,0,0,14,14,PTFL,ZBES,ZBES,"",NONE,0,17,21,NONE,Water,0,"",HNTS,HNTS,22,HNTM,Tunisia,THEATER1,"",GABES (HNTM),"",9999,1163.4999,1163.4999,1163.4999,2147483647,9999
1:0JKBP,0,NO,STRAT,DST,22,NO,NO,.0,170,0,0,0,CSS-OTHER,22,ARMY,1:0JKB,"",,"",T MDM TRK CO 5000 GAL TAN,35692,,0,TPL,UBBNN,"",TPL,0,HEKP,HEKP,0,17,0,17,PTFL,"",PTFL,"",NONE,0,17,21,Air,NONE,0,HNTK,"",HNTK,22,HNTM,Tunisia,THEATER1,"",GABES (HNTM),"",9999,0,0,0,2147483647,9999
1:0JLBC,0,NO,STRAT,DST,22,NO,NO,1163.5,0,0,0,1,CSS-OTHER,22,ARMY,,"",,"",T MDM TRK CO 5000 GAL TAN,35692,,0,TPL,UBBNN,"",TPL,0,HKLN,HKLN,0,0,14,14,YAQF,ZBES,ZBES,"",NONE,0,17,21,NONE,Water,0,"",HNTS,HNTS,22,HNTM,Tunisia,THEATER1,"",GABES (HNTM),"",9999,1163.4999,1163.4999,1163.4999,2147483647,9999
1:0JLDP,0,NO,STRAT,DST,22,NO,NO,.0,166,0,0,0,CSS-OTHER,22,ARMY,,"",,"",T MDM TRK CO 5000 GAL TAN,35704,,0,TPL,U7BNN,"",TPL,0,HFDZ,HFDZ,0,17,0,17,LEXG,"",LEXG,"",NONE,0,17,21,Air,NONE,0,HNTK,"",HNTK,22,HNTM,Tunisia,THEATER1,"",GABES (HNTM),"",9999,0,0,0,2147483647,9999
1:0JXC,0,NO,STRAT,DST,32,NO,NO,10.1,6,0,1,0,CSS-OTHER,22,ARMY,,"",,"",ENGR FFTG TM   FIRE TRUCK,31573,,0,ELW,49ZFF,"",ELW,0,HGSH,HGSH,0,22,0,22,YWHG,"",YWHG,"",NONE,0,22,30,Air,Air,0,HNTK,"",HNTK,32,HPBF,Tunisia,THEATER1,"",GAFSA,"",9999,10.1,10.1,10.1,2147483647,9999
1:0KFA,0,NO,STRAT,DST,32,NO,NO,4850.9,0,0,0,6,CSS-OTHER,22,ARMY,,"",,"",COMBAT HET CO,,,0,THE,U4477,"",THE,0,HFTZ,HFTZ,0,0,15,15,UHGN,DKSD,DKSD,"",NONE,0,24,31,NONE,Water,0,"",HNTS,HNTS,32,VKNG,Tunisia,THEATER1,"",SFAX,"",9999,4850.9004,4850.9004,4850.9004,2147483647,9999
1:0KFBC,0,NO,STRAT,DST,43,NO,NO,4244.9,0,0,0,1,ARMOR,6,ARMY,1:0KFB,"",,"",INF BN  MECH,02002,,0,1ME,05TTT,"",1ME,15,HFTZ,HFTZ,0,0,26,26,UHGN,SBEA,SBEA,"",NONE,0,35,40,NONE,Water,0,"",HNTS,HNTS,43,WSVC,Tunisia,THEATER1,"",TEBESSA,"",9999,4244.8994,4244.8994,4244.8994,2147483647,9999
1:0KFBP,0,NO,STRAT,DST,43,NO,NO,.0,821,0,0,0,ARMOR,6,ARMY,1:0KFB,"",,"",INF BN  MECH,02002,,0,1ME,05TTT,"",1ME,15,HFTZ,HFTZ,0,37,0,37,UHGN,"",UHGN,"",NONE,0,35,40,Air,NONE,0,FUQN,"",FUQN,43,WSVC,Tunisia,THEATER1,"",TEBESSA,"",9999,0,0,0,2147483647,9999
1:0KGA,0,NO,STRAT,DST,32,NO,NO,4850.9,0,0,0,6,CSS-OTHER,22,ARMY,,"",,"",COMBAT HET CO,,,0,THE,U4477,"",THE,0,HFTZ,HFTZ,0,0,14,14,UHGN,DKSD,DKSD,"",NONE,0,24,31,NONE,Water,0,"",VKNP,VKNP,32,VKNG,Tunisia,THEATER1,"",SFAX,"",9999,4850.9004,4850.9004,4850.9004,2147483647,9999
1:0KGBC,0,NO,STRAT,DST,22,NO,NO,1163.5,0,0,0,1,CSS-OTHER,22,ARMY,1:0KGB,"",,"",T MDM TRK CO 5000 GAL TAN,35692,,0,TPL,UBBNN,"",TPL,0,HGQH,HGQH,0,0,14,14,MUHJ,ZBES,ZBES,"",NONE,0,17,21,NONE,Water,0,"",HNTS,HNTS,22,HNTM,Tunisia,THEATER1,"",GABES (HNTM),"",9999,1163.4999,1163.4999,1163.4999,2147483647,9999
1:0KGBP,0,NO,STRAT,DST,22,NO,NO,.0,170,0,0,0,CSS-OTHER,22,ARMY,1:0KGB,"",,"",T MDM TRK CO 5000 GAL TAN,35692,,0,TPL,UBBNN,"",TPL,0,HGQH,HGQH,0,17,0,17,MUHJ,"",MUHJ,"",NONE,0,17,21,Air,NONE,0,HNTK,"",HNTK,22,HNTM,Tunisia,THEATER1,"",GABES (HNTM),"",9999,0,0,0,2147483647,9999
1:0KHA,0,NO,STRAT,DST,32,NO,NO,4850.9,0,0,0,6,CSS-OTHER,22,ARMY,,"",,"",COMBAT HET CO,,,0,THE,U4477,"",THE,0,HFTZ,HFTZ,0,0,17,17,UHGN,DKSD,DKSD,"",NONE,0,24,31,NONE,Water,0,"",HNTS,HNTS,32,VKNG,Tunisia,THEATER1,"",SFAX,"",9999,4850.9004,4850.9004,4850.9004,2147483647,9999
1:0LAA,0,NO,STRAT,DST,27,NO,NO,106.3,220,0,0,0,CSS-OTHER,22,ARMY,,"",,"","HHC, AIRBORNE CORPS",,,0,ABN,CAAAC,"",ABN,0,HCTL,HCTL,0,22,0,22,TMKH,"",TMKH,"",NONE,0,22,27,Air,Air,0,FUQN,"",FUQN,27,WSVC,Tunisia,THEATER1,"",TEBESSA,"",9999,106.3,106.3,106.3,2147483647,9999
1:0LAB,0,NO,STRAT,DST,20,NO,NO,.0,150,0,0,0,CSS-OTHER,22,ARMY,,"",,"","HHC, AIRBORNE CORPS",,,0,ABN,C99BB,"",ABN,17,HCTL,HCTL,0,19,0,19,TMKH,"",TMKH,"",NONE,0,19,20,Air,NONE,0,FUQN,"",FUQN,20,WSVC,Tunisia,THEATER1,"",TEBESSA,"",9999,0,0,0,2147483647,9999
1:0LBGC,0,NO,STRAT,DST,43,NO,NO,584.6,0,0,0,1,CSS-OTHER,22,ARMY,1:0LBG,"",,"",SMOKE GENERATOR CO  MECH,,,0,1ME,GXVVV,"",1ME,15,HFTZ,HFTZ,0,0,26,26,UHGN,SBEA,SBEA,"",NONE,0,35,40,NONE,Water,0,"",HNTS,HNTS,43,WSVC,Tunisia,THEATER1,"",TEBESSA,"",9999,584.6,584.6,584.6,2147483647,9999
1:0LBGP,0,NO,STRAT,DST,43,NO,NO,.0,111,0,0,0,CSS-OTHER,22,ARMY,1:0LBG,"",,"",SMOKE GENERATOR CO  MECH,,,0,1ME,GXVVV,"",1ME,15,HFTZ,HFTZ,0,37,0,37,UHGN,"",UHGN,"",NONE,0,35,40,Air,NONE,0,FUQN,"",FUQN,43,WSVC,Tunisia,THEATER1,"",TEBESSA,"",9999,0,0,0,2147483647,9999
1:0MAAC,0,NO,STRAT,DST,22,NO,NO,1163.5,0,0,0,1,CSS-OTHER,22,ARMY,1:0MAA,"",,"",T MDM TRK CO 5000 GAL TAN,,,0,TPL,UBBNN,"",TPL,0,HCML,HCML,0,0,14,14,PNQS,ZBES,ZBES,"",NONE,0,17,21,NONE,Water,0,"",HNTS,HNTS,22,HNTM,Tunisia,THEATER1,"",GABES (HNTM),"",9999,1163.4999,1163.4999,1163.4999,2147483647,9999
1:0MAAP,0,NO,STRAT,DST,22,NO,NO,.0,170,0,0,0,CSS-OTHER,22,ARMY,1:0MAA,"",,"",T MDM TRK CO 5000 GAL TAN,,,0,TPL,UBBNN,"",TPL,0,HCML,HCML,0,17,0,17,PNQS,"",PNQS,"",NONE,0,17,21,Air,NONE,0,HNTK,"",HNTK,22,HNTM,Tunisia,THEATER1,"",GABES (HNTM),"",9999,0,0,0,2147483647,9999
1:0MBDC,0,NO,STRAT,DST,24,NO,NO,1853.0,0,0,0,1,CSS-OTHER,22,ARMY,1:0MBD,"",,"",T MDM TRK CO 40 FT CNR/CG,35690,,0,TMD,UL444,"",TMD,0,HCTL,HCTL,0,0,14,14,TMKH,QTUP,QTUP,"",NONE,0,20,23,NONE,Water,0,"",HNTS,HNTS,24,HNTM,Tunisia,THEATER1,"",GABES (HNTM),"",9999,1853,1853,1853,2147483647,9999
1:0MBDP,0,NO,STRAT,DST,24,NO,NO,.0,169,0,0,0,CSS-OTHER,22,ARMY,1:0MBD,"",,"",T MDM TRK CO 40 FT CNR/CG,35690,,0,TMD,UL444,"",TMD,0,HCTL,HCTL,0,20,0,20,TMKH,"",TMKH,"",NONE,0,20,23,Air,NONE,0,HNTK,"",HNTK,24,HNTM,Tunisia,THEATER1,"",GABES (HNTM),"",9999,0,0,0,2147483647,9999
1:0MBKC,0,NO,STRAT,DST,24,NO,NO,1853.0,0,0,0,1,CSS-OTHER,22,ARMY,1:0MBK,"",,"",T MDM TRK CO 40 FT CNR/CG,35690,,0,TMD,UL444,"",TMD,0,HEKP,HEKP,0,0,16,16,PTFL,QTUP,QTUP,"",NONE,0,20,23,NONE,Water,0,"",HNTS,HNTS,24,HNTM,Tunisia,THEATER1,"",GABES (HNTM),"",9999,1853,1853,1853,2147483647,9999
1:0MBKP,0,NO,STRAT,DST,24,NO,NO,.0,169,0,0,0,CSS-OTHER,22,ARMY,1:0MBK,"",,"",T MDM TRK CO 40 FT CNR/CG,35690,,0,TMD,UL444,"",TMD,0,HEKP,HEKP,0,20,0,20,PTFL,"",PTFL,"",NONE,0,20,23,Air,NONE,0,HNTK,"",HNTK,24,HNTM,Tunisia,THEATER1,"",GABES (HNTM),"",9999,0,0,0,2147483647,9999
1:0NACC,0,NO,STRAT,DST,30,NO,NO,204.9,0,0,0,1,CSS-SUPPLY,20,ARMY,1:0NAC,"",,"",PSYOP OPNL SPT COMPANY,34363,,0,PSY,PKNEE,"",PSY,0,HCTL,HCTL,0,0,15,15,TMKH,DKSD,DKSD,"",NONE,0,24,28,NONE,Water,0,"",HNTS,HNTS,30,HPBF,Tunisia,THEATER1,"",GAFSA,"",9999,204.90001,204.90001,204.90001,2147483647,9999
1:0NACP,0,NO,STRAT,DST,30,NO,NO,.0,110,0,0,0,CSS-SUPPLY,20,ARMY,1:0NAC,"",,"",PSYOP OPNL SPT COMPANY,34363,,0,PSY,PKNEE,"",PSY,0,HCTL,HCTL,0,24,0,24,TMKH,"",TMKH,"",NONE,0,24,28,Air,NONE,0,HNTK,"",HNTK,30,HPBF,Tunisia,THEATER1,"",GAFSA,"",9999,0,0,0,2147483647,9999
1:0QAAC,0,NO,STRAT,DST,26,NO,NO,2838.0,0,0,0,10,CS-OTHER,16,ARMY,1:0QAA,"",,"","ENGR CBT BN, ABN",21350,,0,ABN,4P222,"",ABN,0,HCTL,HCTL,0,0,16,16,TMKH,QTUP,QTUP,"",NONE,0,24,26,NONE,Water,0,"",HNTS,HNTS,26,WSVC,Tunisia,THEATER1,"",TEBESSA,"",9999,2837.9995,2837.9995,2837.9995,2147483647,9999
